"Event","Date","White","Black","Result","WhiteElo","BlackElo"
"Superbet POL Blitz 2025",2025-04-29,"Gavrilescu,David","Aravindh,Chithambaram VR.","1/2-1/2",2554,2749
"Superbet POL Blitz 2025",2025-04-29,"Deac,Bogdan-Daniel","Praggnanandhaa,R","1-0",2668,2758
"Superbet POL Blitz 2025",2025-04-29,"Aronian,L","Topalov,V","1-0",2747,2717
"Superbet POL Blitz 2025",2025-04-29,"Firouzja,Alireza","Duda,J","0-1",2757,2739
"Superbet POL Blitz 2025",2025-04-29,"Vachier Lagrave,M","Fedoseev,Vl3","0-1",2722,2739
"Superbet POL Blitz 2025",2025-04-29,"Praggnanandhaa,R","Aronian,L","0-1",2758,2747
"Superbet POL Blitz 2025",2025-04-29,"Topalov,V","Firouzja,Alireza","1-0",2717,2757
"Superbet POL Blitz 2025",2025-04-29,"Aravindh,Chithambaram VR.","Fedoseev,Vl3","0-1",2749,2739
"Superbet POL Blitz 2025",2025-04-29,"Gavrilescu,David","Deac,Bogdan-Daniel","1/2-1/2",2554,2668
"Superbet POL Blitz 2025",2025-04-29,"Duda,J","Vachier Lagrave,M","1-0",2739,2722
"Superbet POL Blitz 2025",2025-04-29,"Vachier Lagrave,M","Topalov,V","1-0",2722,2717
"Superbet POL Blitz 2025",2025-04-29,"Fedoseev,Vl3","Duda,J","1-0",2739,2739
"Superbet POL Blitz 2025",2025-04-29,"Firouzja,Alireza","Praggnanandhaa,R","0-1",2757,2758
"Superbet POL Blitz 2025",2025-04-29,"Aronian,L","Gavrilescu,David","1-0",2747,2554
"Superbet POL Blitz 2025",2025-04-29,"Deac,Bogdan-Daniel","Aravindh,Chithambaram VR.","0-1",2668,2749
"Superbet POL Blitz 2025",2025-04-29,"Aravindh,Chithambaram VR.","Duda,J","1-0",2749,2739
"Superbet POL Blitz 2025",2025-04-29,"Deac,Bogdan-Daniel","Aronian,L","1-0",2668,2747
"Superbet POL Blitz 2025",2025-04-29,"Topalov,V","Fedoseev,Vl3","0-1",2717,2739
"Superbet POL Blitz 2025",2025-04-29,"Praggnanandhaa,R","Vachier Lagrave,M","1-0",2758,2722
"Superbet POL Blitz 2025",2025-04-29,"Gavrilescu,David","Firouzja,Alireza","0-1",2554,2757
"Superbet POL Blitz 2025",2025-04-29,"Firouzja,Alireza","Deac,Bogdan-Daniel","1/2-1/2",2757,2668
"Superbet POL Blitz 2025",2025-04-29,"Fedoseev,Vl3","Praggnanandhaa,R","1/2-1/2",2739,2758
"Superbet POL Blitz 2025",2025-04-29,"Vachier Lagrave,M","Gavrilescu,David","1-0",2722,2554
"Superbet POL Blitz 2025",2025-04-29,"Duda,J","Topalov,V","0-1",2739,2717
"Superbet POL Blitz 2025",2025-04-29,"Aronian,L","Aravindh,Chithambaram VR.","1/2-1/2",2747,2749
"Superbet POL Blitz 2025",2025-04-29,"Gavrilescu,David","Fedoseev,Vl3","0-1",2554,2739
"Superbet POL Blitz 2025",2025-04-29,"Aronian,L","Firouzja,Alireza","1-0",2747,2757
"Superbet POL Blitz 2025",2025-04-29,"Deac,Bogdan-Daniel","Vachier Lagrave,M","0-1",2668,2722
"Superbet POL Blitz 2025",2025-04-29,"Aravindh,Chithambaram VR.","Topalov,V","0-1",2749,2717
"Superbet POL Blitz 2025",2025-04-29,"Praggnanandhaa,R","Duda,J","0-1",2758,2739
"Superbet POL Blitz 2025",2025-04-29,"Fedoseev,Vl3","Deac,Bogdan-Daniel","1-0",2739,2668
"Superbet POL Blitz 2025",2025-04-29,"Duda,J","Gavrilescu,David","1-0",2739,2554
"Superbet POL Blitz 2025",2025-04-29,"Firouzja,Alireza","Aravindh,Chithambaram VR.","1-0",2757,2749
"Superbet POL Blitz 2025",2025-04-29,"Vachier Lagrave,M","Aronian,L","1-0",2722,2747
"Superbet POL Blitz 2025",2025-04-29,"Topalov,V","Praggnanandhaa,R","0-1",2717,2758
"Superbet POL Blitz 2025",2025-04-29,"Firouzja,Alireza","Vachier Lagrave,M","0-1",2757,2722
"Superbet POL Blitz 2025",2025-04-29,"Gavrilescu,David","Topalov,V","1-0",2554,2717
"Superbet POL Blitz 2025",2025-04-29,"Deac,Bogdan-Daniel","Duda,J","1-0",2668,2739
"Superbet POL Blitz 2025",2025-04-29,"Aravindh,Chithambaram VR.","Praggnanandhaa,R","0-1",2749,2758
"Superbet POL Blitz 2025",2025-04-29,"Aronian,L","Fedoseev,Vl3","0-1",2747,2739
"Superbet POL Blitz 2025",2025-04-29,"Duda,J","Aronian,L","1-0",2739,2747
"Superbet POL Blitz 2025",2025-04-29,"Vachier Lagrave,M","Aravindh,Chithambaram VR.","1/2-1/2",2722,2749
"Superbet POL Blitz 2025",2025-04-29,"Praggnanandhaa,R","Gavrilescu,David","1-0",2758,2554
"Superbet POL Blitz 2025",2025-04-29,"Fedoseev,Vl3","Firouzja,Alireza","1/2-1/2",2739,2757
"Superbet POL Blitz 2025",2025-04-29,"Topalov,V","Deac,Bogdan-Daniel","0-1",2717,2668
"Superbet POL Blitz 2025",2025-04-30,"Aravindh,Chithambaram VR.","Gavrilescu,David","1/2-1/2",2749,2554
"Superbet POL Blitz 2025",2025-04-30,"Praggnanandhaa,R","Deac,Bogdan-Daniel","0-1",2758,2668
"Superbet POL Blitz 2025",2025-04-30,"Topalov,V","Aronian,L","0-1",2717,2747
"Superbet POL Blitz 2025",2025-04-30,"Duda,J","Firouzja,Alireza","0-1",2739,2757
"Superbet POL Blitz 2025",2025-04-30,"Fedoseev,Vl3","Vachier Lagrave,M","1-0",2739,2722
"Superbet POL Blitz 2025",2025-04-30,"Aronian,L","Praggnanandhaa,R","1-0",2747,2758
"Superbet POL Blitz 2025",2025-04-30,"Firouzja,Alireza","Topalov,V","1-0",2757,2717
"Superbet POL Blitz 2025",2025-04-30,"Fedoseev,Vl3","Aravindh,Chithambaram VR.","1-0",2739,2749
"Superbet POL Blitz 2025",2025-04-30,"Deac,Bogdan-Daniel","Gavrilescu,David","1/2-1/2",2668,2554
"Superbet POL Blitz 2025",2025-04-30,"Vachier Lagrave,M","Duda,J","1-0",2722,2739
"Superbet POL Blitz 2025",2025-04-30,"Topalov,V","Vachier Lagrave,M","0-1",2717,2722
"Superbet POL Blitz 2025",2025-04-30,"Duda,J","Fedoseev,Vl3","1-0",2739,2739
"Superbet POL Blitz 2025",2025-04-30,"Praggnanandhaa,R","Firouzja,Alireza","1-0",2758,2757
"Superbet POL Blitz 2025",2025-04-30,"Gavrilescu,David","Aronian,L","0-1",2554,2747
"Superbet POL Blitz 2025",2025-04-30,"Aravindh,Chithambaram VR.","Deac,Bogdan-Daniel","1-0",2749,2668
"Superbet POL Blitz 2025",2025-04-30,"Duda,J","Aravindh,Chithambaram VR.","1-0",2739,2749
"Superbet POL Blitz 2025",2025-04-30,"Aronian,L","Deac,Bogdan-Daniel","1/2-1/2",2747,2668
"Superbet POL Blitz 2025",2025-04-30,"Fedoseev,Vl3","Topalov,V","1-0",2739,2717
"Superbet POL Blitz 2025",2025-04-30,"Vachier Lagrave,M","Praggnanandhaa,R","1-0",2722,2758
"Superbet POL Blitz 2025",2025-04-30,"Firouzja,Alireza","Gavrilescu,David","0-1",2757,2554
"Superbet POL Blitz 2025",2025-04-30,"Deac,Bogdan-Daniel","Firouzja,Alireza","1-0",2668,2757
"Superbet POL Blitz 2025",2025-04-30,"Praggnanandhaa,R","Fedoseev,Vl3","0-1",2758,2739
"Superbet POL Blitz 2025",2025-04-30,"Gavrilescu,David","Vachier Lagrave,M","0-1",2554,2722
"Superbet POL Blitz 2025",2025-04-30,"Topalov,V","Duda,J","1-0",2717,2739
"Superbet POL Blitz 2025",2025-04-30,"Aravindh,Chithambaram VR.","Aronian,L","0-1",2749,2747
"Superbet POL Blitz 2025",2025-04-30,"Fedoseev,Vl3","Gavrilescu,David","1-0",2739,2554
"Superbet POL Blitz 2025",2025-04-30,"Firouzja,Alireza","Aronian,L","1-0",2757,2747
"Superbet POL Blitz 2025",2025-04-30,"Vachier Lagrave,M","Deac,Bogdan-Daniel","1-0",2722,2668
"Superbet POL Blitz 2025",2025-04-30,"Topalov,V","Aravindh,Chithambaram VR.","0-1",2717,2749
"Superbet POL Blitz 2025",2025-04-30,"Duda,J","Praggnanandhaa,R","0-1",2739,2758
"Superbet POL Blitz 2025",2025-04-30,"Deac,Bogdan-Daniel","Fedoseev,Vl3","1/2-1/2",2668,2739
"Superbet POL Blitz 2025",2025-04-30,"Gavrilescu,David","Duda,J","0-1",2554,2739
"Superbet POL Blitz 2025",2025-04-30,"Aravindh,Chithambaram VR.","Firouzja,Alireza","0-1",2749,2757
"Superbet POL Blitz 2025",2025-04-30,"Aronian,L","Vachier Lagrave,M","1/2-1/2",2747,2722
"Superbet POL Blitz 2025",2025-04-30,"Praggnanandhaa,R","Topalov,V","1-0",2758,2717
"Superbet POL Blitz 2025",2025-04-30,"Vachier Lagrave,M","Firouzja,Alireza","1/2-1/2",2722,2757
"Superbet POL Blitz 2025",2025-04-30,"Topalov,V","Gavrilescu,David","1-0",2717,2554
"Superbet POL Blitz 2025",2025-04-30,"Duda,J","Deac,Bogdan-Daniel","1/2-1/2",2739,2668
"Superbet POL Blitz 2025",2025-04-30,"Praggnanandhaa,R","Aravindh,Chithambaram VR.","1-0",2758,2749
"Superbet POL Blitz 2025",2025-04-30,"Fedoseev,Vl3","Aronian,L","1-0",2739,2747
"Superbet POL Blitz 2025",2025-04-30,"Aronian,L","Duda,J","1/2-1/2",2747,2739
"Superbet POL Blitz 2025",2025-04-30,"Aravindh,Chithambaram VR.","Vachier Lagrave,M","0-1",2749,2722
"Superbet POL Blitz 2025",2025-04-30,"Gavrilescu,David","Praggnanandhaa,R","0-1",2554,2758
"Superbet POL Blitz 2025",2025-04-30,"Firouzja,Alireza","Fedoseev,Vl3","0-1",2757,2739
"Superbet POL Blitz 2025",2025-04-30,"Deac,Bogdan-Daniel","Topalov,V","1-0",2668,2717
"Battle Champions Rapid m",2025-04-29,"Mamedov,Rau","Kasimdzhanov,R","1-0",2657,2678
"Battle Champions Rapid m",2025-04-29,"Kasimdzhanov,R","Mamedov,Rau","1/2-1/2",2678,2657
"Battle Champions Rapid m",2025-04-29,"Mamedov,Rau","Kasimdzhanov,R","1/2-1/2",2657,2678
"Battle Champions Rapid w",2025-04-29,"Stefanova,A","Mammadzada,G","1/2-1/2",2431,2390
"Battle Champions Rapid w",2025-04-29,"Mammadzada,G","Stefanova,A","1/2-1/2",2390,2431
"Battle Champions Rapid w",2025-04-29,"Stefanova,A","Mammadzada,G","1/2-1/2",2431,2390
"Battle Champions Blitz m",2025-04-30,"Kasimdzhanov,R","Mamedov,Rau","0-1",2678,2657
"Battle Champions Blitz m",2025-04-30,"Mamedov,Rau","Kasimdzhanov,R","0-1",2657,2678
"Battle Champions Blitz m",2025-04-30,"Kasimdzhanov,R","Mamedov,Rau","1-0",2678,2657
"Battle Champions Blitz m",2025-04-30,"Mamedov,Rau","Kasimdzhanov,R","1-0",2657,2678
"Battle Champions Blitz m",2025-04-30,"Kasimdzhanov,R","Mamedov,Rau","1/2-1/2",2678,2657
"Battle Champions Blitz m",2025-04-30,"Mamedov,Rau","Kasimdzhanov,R","1-0",2657,2678
"Battle Champions Blitz m",2025-04-30,"Kasimdzhanov,R","Mamedov,Rau","1-0",2678,2657
"Battle Champions Blitz m",2025-04-30,"Mamedov,Rau","Kasimdzhanov,R","0-1",2657,2678
"Battle Champions Blitz m",2025-04-30,"Kasimdzhanov,R","Mamedov,Rau","1-0",2678,2657
"Battle Champions Blitz m",2025-04-30,"Mamedov,Rau","Kasimdzhanov,R","1/2-1/2",2657,2678
"Battle Champions Blitz w",2025-04-30,"Mammadzada,G","Stefanova,A","1-0",2390,2431
"Battle Champions Blitz w",2025-04-30,"Stefanova,A","Mammadzada,G","1/2-1/2",2431,2390
"Battle Champions Blitz w",2025-04-30,"Mammadzada,G","Stefanova,A","0-1",2390,2431
"Battle Champions Blitz w",2025-04-30,"Stefanova,A","Mammadzada,G","1-0",2431,2390
"Battle Champions Blitz w",2025-04-30,"Mammadzada,G","Stefanova,A","1/2-1/2",2390,2431
"Battle Champions Blitz w",2025-04-30,"Stefanova,A","Mammadzada,G","1-0",2431,2390
"Battle Champions Blitz w",2025-04-30,"Mammadzada,G","Stefanova,A","1/2-1/2",2390,2431
"Battle Champions Blitz w",2025-04-30,"Stefanova,A","Mammadzada,G","0-1",2431,2390
"Battle Champions Blitz w",2025-04-30,"Mammadzada,G","Stefanova,A","1-0",2390,2431
"Battle Champions Blitz w",2025-04-30,"Stefanova,A","Mammadzada,G","1/2-1/2",2431,2390
"Principado de Asturias",2025-04-29,"Lu,Miaoyi","Del Rio de Angelis,S","0-1",2429,2393
"Principado de Asturias",2025-04-29,"Vazquez Igarza,R","Dvirnyy,D","1/2-1/2",2488,2472
"Principado de Asturias",2025-04-29,"Pulvett,D","Sierra Vallina,Lionel","1-0",2468,2342
"Principado de Asturias",2025-04-29,"Prado Lobo,Jonas","Szpar,Milosz","0-1",2358,2481
"Principado de Asturias",2025-04-29,"Gusain,H","Garrido Outon,Alex","0-1",2526,2450
"Principado de Asturias",2025-04-29,"Garrido Outon,Alex","Szpar,Milosz","0-1",2450,2481
"Principado de Asturias",2025-04-29,"Del Rio de Angelis,S","Prado Lobo,Jonas","1/2-1/2",2393,2358
"Principado de Asturias",2025-04-29,"Sierra Vallina,Lionel","Lu,Miaoyi","1/2-1/2",2342,2429
"Principado de Asturias",2025-04-29,"Gusain,H","Vazquez Igarza,R","0-1",2526,2488
"Principado de Asturias",2025-04-29,"Dvirnyy,D","Pulvett,D","1/2-1/2",2472,2468
"Principado de Asturias",2025-04-30,"Vazquez Igarza,R","Garrido Outon,Alex","1-0",2488,2450
"Principado de Asturias",2025-04-30,"Lu,Miaoyi","Dvirnyy,D","0-1",2429,2472
"Principado de Asturias",2025-04-30,"Prado Lobo,Jonas","Sierra Vallina,Lionel","0-1",2358,2342
"Principado de Asturias",2025-04-30,"Szpar,Milosz","Del Rio de Angelis,S","1-0",2481,2393
"Principado de Asturias",2025-04-30,"Pulvett,D","Gusain,H","1-0",2468,2526
"Principado de Asturias",2025-04-30,"Garrido Outon,Alex","Del Rio de Angelis,S","0-1",2450,2393
"Principado de Asturias",2025-04-30,"Sierra Vallina,Lionel","Szpar,Milosz","1/2-1/2",2342,2481
"Principado de Asturias",2025-04-30,"Gusain,H","Lu,Miaoyi","0-1",2526,2429
"Principado de Asturias",2025-04-30,"Dvirnyy,D","Prado Lobo,Jonas","0-1",2472,2358
"Principado de Asturias",2025-04-30,"Vazquez Igarza,R","Pulvett,D","1/2-1/2",2488,2468
"Principado de Asturias",2025-05-01,"Lu,Miaoyi","Vazquez Igarza,R","1/2-1/2",2429,2488
"Principado de Asturias",2025-05-01,"Prado Lobo,Jonas","Gusain,H","1-0",2358,2526
"Principado de Asturias",2025-05-01,"Szpar,Milosz","Dvirnyy,D","1-0",2481,2472
"Principado de Asturias",2025-05-01,"Del Rio de Angelis,S","Sierra Vallina,Lionel","1-0",2393,2342
"Principado de Asturias",2025-05-01,"Pulvett,D","Garrido Outon,Alex","1/2-1/2",2468,2450
"Principado de Asturias",2025-05-01,"Garrido Outon,Alex","Sierra Vallina,Lionel","1/2-1/2",2450,2342
"Principado de Asturias",2025-05-01,"Dvirnyy,D","Del Rio de Angelis,S","1-0",2472,2393
"Principado de Asturias",2025-05-01,"Gusain,H","Szpar,Milosz","0-1",2526,2481
"Principado de Asturias",2025-05-01,"Vazquez Igarza,R","Prado Lobo,Jonas","1/2-1/2",2488,2358
"Principado de Asturias",2025-05-01,"Pulvett,D","Lu,Miaoyi","1/2-1/2",2468,2429
"Principado de Asturias",2025-05-02,"Lu,Miaoyi","Garrido Outon,Alex","1-0",2429,2450
"Principado de Asturias",2025-05-02,"Sierra Vallina,Lionel","Dvirnyy,D","0-1",2342,2472
"Principado de Asturias",2025-05-02,"Szpar,Milosz","Vazquez Igarza,R","1/2-1/2",2481,2488
"Principado de Asturias",2025-05-02,"Del Rio de Angelis,S","Gusain,H","1/2-1/2",2393,2526
"Principado de Asturias",2025-05-02,"Prado Lobo,Jonas","Pulvett,D","0-1",2358,2468
"Principado de Asturias",2025-05-03,"Garrido Outon,Alex","Dvirnyy,D","1/2-1/2",2450,2472
"Principado de Asturias",2025-05-03,"Gusain,H","Sierra Vallina,Lionel","0-1",2526,2342
"Principado de Asturias",2025-05-03,"Vazquez Igarza,R","Del Rio de Angelis,S","1/2-1/2",2488,2393
"Principado de Asturias",2025-05-03,"Lu,Miaoyi","Prado Lobo,Jonas","1/2-1/2",2429,2358
"Principado de Asturias",2025-05-03,"Pulvett,D","Szpar,Milosz","1/2-1/2",2468,2481
"Principado de Asturias",2025-05-04,"Prado Lobo,Jonas","Garrido Outon,Alex","1/2-1/2",2358,2450
"Principado de Asturias",2025-05-04,"Szpar,Milosz","Lu,Miaoyi","1/2-1/2",2481,2429
"Principado de Asturias",2025-05-04,"Dvirnyy,D","Gusain,H","1/2-1/2",2472,2526
"Principado de Asturias",2025-05-04,"Sierra Vallina,Lionel","Vazquez Igarza,R","1-0",2342,2488
"Principado de Asturias",2025-05-04,"Del Rio de Angelis,S","Pulvett,D","1/2-1/2",2393,2468
"ch-LAT 2025",2025-04-29,"Neiksans,A","Platonovs,Nikolajs","1-0",2578,2044
"ch-LAT 2025",2025-04-29,"Kolesnikovs,I","Meshkovs,Nikita","0-1",2037,2539
"ch-LAT 2025",2025-04-29,"Kantans,T","Jeronovics,Toms","1-0",2517,2035
"ch-LAT 2025",2025-04-29,"Gudovskis,Konstantins","Miezis,N","1/2-1/2",2030,2409
"ch-LAT 2025",2025-04-29,"Bernotas,A","Saveljevs,A1","1-0",2356,2023
"ch-LAT 2025",2025-04-29,"Beniosev,Daniel","Starostits,I","0-1",2010,2354
"ch-LAT 2025",2025-04-30,"Kretainis,K","Neiksans,A","0-1",2160,2578
"ch-LAT 2025",2025-04-30,"Francs,Marats","Meshkovs,Nikita","0-1",2151,2539
"ch-LAT 2025",2025-04-30,"Muzis,Renars","Kantans,T","0-1",2110,2517
"ch-LAT 2025",2025-04-30,"Ungurs,E","Bernotas,A","1/2-1/2",2098,2356
"ch-LAT 2025",2025-04-30,"Starostits,I","Vingris,Mikelis","1-0",2354,2102
"ch-LAT 2025",2025-04-30,"Germanovs,Georgijs","Polyakov,Fedor","0-1",2255,2076
"ch-LAT 2025",2025-05-01,"Neiksans,A","Starostits,I","1-0",2578,2354
"ch-LAT 2025",2025-05-01,"Meshkovs,Nikita","Polyakov,Fedor","1-0",2539,2076
"ch-LAT 2025",2025-05-01,"Kantans,T","Dzjuba,V","1-0",2517,2056
"ch-LAT 2025",2025-05-01,"Savicevs,Arsenijs","Miezis,N","1-0",2217,2409
"ch-LAT 2025",2025-05-01,"Bernotas,A","Krustkalns,K","1/2-1/2",2356,2064
"ch-LAT 2025",2025-05-01,"Jankovskis,G","Ungurs,E","1/2-1/2",2255,2098
"ch-LAT 2025",2025-05-01,"Meshkovs,Nikita","Neiksans,A","0-1",2539,2578
"ch-LAT 2025",2025-05-01,"Adamovics,Aleksejs","Kantans,T","0-1",2223,2517
"ch-LAT 2025",2025-05-01,"Valdats,Reinis","Savicevs,Arsenijs","1-0",2170,2217
"ch-LAT 2025",2025-05-01,"Muzis,Renars","Bernotas,A","1/2-1/2",2110,2356
"ch-LAT 2025",2025-05-01,"Starostits,I","Kazoks,Aivars","1-0",2354,1977
"ch-LAT 2025",2025-05-01,"Polyakov,Fedor","Jankovskis,G","1-0",2076,2255
"ch-LAT 2025",2025-05-02,"Neiksans,A","Kantans,T","1/2-1/2",2578,2517
"ch-LAT 2025",2025-05-02,"Starostits,I","Valdats,Reinis","0-1",2354,2170
"ch-LAT 2025",2025-05-02,"Germanovs,Georgijs","Meshkovs,Nikita","0-1",2255,2539
"ch-LAT 2025",2025-05-02,"Polyakov,Fedor","Krustkalns,K","0-1",2076,2064
"ch-LAT 2025",2025-05-02,"Laimins,L","Miezis,N","0-1",2157,2409
"ch-LAT 2025",2025-05-02,"Bernotas,A","Paikens,Reinis","1/2-1/2",2356,2202
"ch-LAT 2025",2025-05-03,"Kantans,T","Valdats,Reinis","1-0",2517,2170
"ch-LAT 2025",2025-05-03,"Krustkalns,K","Neiksans,A","0-1",2064,2578
"ch-LAT 2025",2025-05-03,"Meshkovs,Nikita","Mierins,Emils Janis","1-0",2539,2204
"ch-LAT 2025",2025-05-03,"Miezis,N","Vingris,Mikelis","1/2-1/2",2409,2102
"ch-LAT 2025",2025-05-03,"Tolmacevs,Artjoms","Bernotas,A","1/2-1/2",2246,2356
"ch-LAT 2025",2025-05-03,"Kretainis,K","Starostits,I","0-1",2160,2354
"ch-LAT 2025",2025-05-03,"Kantans,T","Meshkovs,Nikita","1-0",2517,2539
"ch-LAT 2025",2025-05-03,"Valdats,Reinis","Neiksans,A","1/2-1/2",2170,2578
"ch-LAT 2025",2025-05-03,"Paikens,Reinis","Miezis,N","1-0",2202,2409
"ch-LAT 2025",2025-05-03,"Starostits,I","Krustkalns,K","1-0",2354,2064
"ch-LAT 2025",2025-05-03,"Savicevs,Arsenijs","Golubovskis,Maksims","0-1",2217,2249
"ch-LAT 2025",2025-05-03,"Vingris,Mikelis","Tolmacevs,Artjoms","1/2-1/2",2102,2246
"ch-LAT 2025",2025-05-04,"Starostits,I","Kantans,T","1/2-1/2",2354,2517
"ch-LAT 2025",2025-05-04,"Neiksans,A","Golubovskis,Maksims","1-0",2578,2249
"ch-LAT 2025",2025-05-04,"Meshkovs,Nikita","Paikens,Reinis","1-0",2539,2202
"ch-LAT 2025",2025-05-04,"Germanovs,Georgijs","Valdats,Reinis","1-0",2255,2170
"ch-LAT 2025",2025-05-04,"Tolmacevs,Artjoms","Mierins,Emils Janis","1-0",2246,2204
"ch-LAT 2025",2025-05-04,"Kretainis,K","Vingris,Mikelis","1/2-1/2",2160,2102
"ch-LAT 2025",2025-05-05,"Neiksans,A","Germanovs,Georgijs","1-0",2578,2255
"ch-LAT 2025",2025-05-05,"Kantans,T","Tolmacevs,Artjoms","1-0",2517,2246
"ch-LAT 2025",2025-05-05,"Meshkovs,Nikita","Starostits,I","1/2-1/2",2539,2354
"ch-LAT 2025",2025-05-05,"Valdats,Reinis","Bernotas,A","1-0",2170,2356
"ch-LAT 2025",2025-05-05,"Golubovskis,Maksims","Vingris,Mikelis","0-1",2249,2102
"ch-LAT 2025",2025-05-05,"Ungurs,E","Adamovics,Aleksejs","1-0",2098,2223
"ch-LAT Women 2025",2025-04-29,"Rogule,L","Vainovskaia,V","1-0",2269,1715
"ch-LAT Women 2025",2025-04-29,"Spirkova,Marija","Kuznecova,Marija","0-1",1693,2119
"ch-LAT Women 2025",2025-04-29,"Ter-Avetisjana,Agnesa Stepania","Gailevska,Milana","1-0",2057,1673
"ch-LAT Women 2025",2025-04-29,"Mierina,Lauma","Vidruska,Renate","0-1",1667,2044
"ch-LAT Women 2025",2025-04-30,"Maklakova,Nellija","Rogule,L","0-1",1915,2269
"ch-LAT Women 2025",2025-04-30,"Kuznecova,Marija","Maklakova,Naomi","1-0",2119,1910
"ch-LAT Women 2025",2025-04-30,"Jansone,Melanija Luize","Ter-Avetisjana,Agnesa Stepania","0-1",1908,2057
"ch-LAT Women 2025",2025-04-30,"Vidruska,Renate","Korzanova,Anna","1-0",2044,1809
"ch-LAT Women 2025",2025-05-01,"Rogule,L","Vidruska,Renate","1-0",2269,2044
"ch-LAT Women 2025",2025-05-01,"Ter-Avetisjana,Agnesa Stepania","Kuznecova,Marija","1-0",2057,2119
"ch-LAT Women 2025",2025-05-01,"Golsta,Madara","Tolmaceva,Alona","1-0",1979,1800
"ch-LAT Women 2025",2025-05-01,"Vasiljeva,Sofja","Golsta,Ramona","1/2-1/2",1917,1932
"ch-LAT Women 2025",2025-05-01,"Golsta,Madara","Rogule,L","1/2-1/2",1979,2269
"ch-LAT Women 2025",2025-05-01,"Vidruska,Renate","Ter-Avetisjana,Agnesa Stepania","0-1",2044,2057
"ch-LAT Women 2025",2025-05-01,"Kuznecova,Marija","Mierina,Lauma","1-0",2119,1667
"ch-LAT Women 2025",2025-05-01,"Tronenkova,Vilhelmine","Vasiljeva,Sofja","0-1",1658,1917
"ch-LAT Women 2025",2025-05-02,"Ter-Avetisjana,Agnesa Stepania","Golsta,Madara","1/2-1/2",2057,1979
"ch-LAT Women 2025",2025-05-02,"Rogule,L","Kuznecova,Marija","0-1",2269,2119
"ch-LAT Women 2025",2025-05-02,"Vasiljeva,Sofja","Kazmerika,Anna","1-0",1917,1801
"ch-LAT Women 2025",2025-05-02,"Maklakova,Naomi","Golsta,Ramona","1-0",1910,1932
"ch-LAT Women 2025",2025-05-03,"Vasiljeva,Sofja","Ter-Avetisjana,Agnesa Stepania","1-0",1917,2057
"ch-LAT Women 2025",2025-05-03,"Kuznecova,Marija","Golsta,Madara","1-0",2119,1979
"ch-LAT Women 2025",2025-05-03,"Maklakova,Naomi","Rogule,L","0-1",1910,2269
"ch-LAT Women 2025",2025-05-03,"Vidruska,Renate","Gailevska,Milana","1/2-1/2",2044,1673
"ch-LAT Women 2025",2025-05-03,"Kuznecova,Marija","Vasiljeva,Sofja","1/2-1/2",2119,1917
"ch-LAT Women 2025",2025-05-03,"Rogule,L","Ter-Avetisjana,Agnesa Stepania","1/2-1/2",2269,2057
"ch-LAT Women 2025",2025-05-03,"Golsta,Madara","Vidruska,Renate","1/2-1/2",1979,2044
"ch-LAT Women 2025",2025-05-03,"Maklakova,Nellija","Tolmaceva,Alona","1/2-1/2",1915,1800
"ch-LAT Women 2025",2025-05-04,"Vasiljeva,Sofja","Rogule,L","0-1",1917,2269
"ch-LAT Women 2025",2025-05-04,"Maklakova,Nellija","Kuznecova,Marija","0-1",1915,2119
"ch-LAT Women 2025",2025-05-04,"Ter-Avetisjana,Agnesa Stepania","Maklakova,Naomi","1-0",2057,1910
"ch-LAT Women 2025",2025-05-04,"Gailevska,Milana","Golsta,Madara","0-1",1673,1979
"ch-LAT Women 2025",2025-05-05,"Kuznecova,Marija","Kazmerika,Anna","1-0",2119,1801
"ch-LAT Women 2025",2025-05-05,"Rogule,L","Gailevska,Milana","1-0",2269,1673
"ch-LAT Women 2025",2025-05-05,"Ter-Avetisjana,Agnesa Stepania","Krasilnikova,Marija","1-0",2057,1652
"ch-LAT Women 2025",2025-05-05,"Golsta,Madara","Vasiljeva,Sofja","0-1",1979,1917
"16th American Cont. Women",2025-05-01,"Hernandez Ortega,Carolina","Francisco Guecamburu,Candela Be","0-1",1843,2294
"16th American Cont. Women",2025-05-01,"Miranda Llanes,Y","Jaramillo Rivadeneira,Kerly Samantha","1-0",2254,1841
"16th American Cont. Women",2025-05-01,"Juarez Garcia,Daniela","Gomez Barrera,Javiera Belen","0-1",1827,2252
"16th American Cont. Women",2025-05-01,"Campos,Maria Jose","Vargas Reyes,Gloria Tzotzi","1-0",2235,1760
"16th American Cont. Women",2025-05-01,"Garcia Gomez,Valeria","Li,Yunshan","0-1",1756,2228
"16th American Cont. Women",2025-05-01,"Ortiz Verdezoto,Anahi","Barrera Garcia,Fernanda Guadalupe","1-0",2218,1755
"16th American Cont. Women",2025-05-01,"Velarde Hernandez,Paulina Yunuen","Arribas Robaina,M","0-1",1748,2180
"16th American Cont. Women",2025-05-01,"Rivera,I","Garcia Ortega,Natalia Belen","1/2-1/2",2141,1744
"16th American Cont. Women",2025-05-01,"Santiago Sontay,Jenny Fernanda","Jimenez Salas,Maria Teresa","0-1",1742,2137
"16th American Cont. Women",2025-05-01,"Miranda Rodriguez,T","Mendoza Recio,Josselyne","1-0",2126,1715
