"Event","Date","White","Black","Result","WhiteElo","BlackElo"
"8th Sharjah Masters 2025",2025-05-20,"Nguyen Ngoc Truong Son","Sanal,V","1/2-1/2",2632,2555
"8th Sharjah Masters 2025",2025-05-20,"Bharath,Subramaniyam H","Idani,P","1/2-1/2",2556,2630
"8th Sharjah Masters 2025",2025-05-20,"Xu,Xiangyu","Zhu,Jiner","1/2-1/2",2623,2541
"8th Sharjah Masters 2025",2025-05-20,"Paravyan,D","Xiao,Tong(QD)","1/2-1/2",2596,2493
"8th Sharjah Masters 2025",2025-05-20,"Pranav,Anand","Pichot,A","1/2-1/2",2555,2587
"8th Sharjah Masters 2025",2025-05-20,"Mamedov,Edgar","Can,E","1/2-1/2",2492,2568
"8th Sharjah Masters 2025",2025-05-20,"Akobian,V","Huang,Renjie","1/2-1/2",2564,2491
"8th Sharjah Masters 2025",2025-05-20,"Rohith,Krishna S","Sargissian,G","1/2-1/2",2490,2641
"8th Sharjah Masters 2025",2025-05-20,"Lobanov,Sergei","Predke,A","1/2-1/2",2527,2631
"8th Sharjah Masters 2025",2025-05-20,"Samadov,Read","Muradli,Mahammad","1/2-1/2",2521,2603
"8th Sharjah Masters 2025",2025-05-20,"Vescovi,G","Malek,Jan","0-1",2584,2511
"8th Sharjah Masters 2025",2025-05-20,"Bai,Jinshi","Petkov,Momchil","1/2-1/2",2572,2524
"8th Sharjah Masters 2025",2025-05-20,"Movahed,Sina","Samunenkov,Ihor","0-1",2518,2572
"8th Sharjah Masters 2025",2025-05-20,"Gavrilescu,David","Isik,Alparslan","1/2-1/2",2554,2482
"8th Sharjah Masters 2025",2025-05-20,"Jumabayev,R","Divya,Deshmukh","1/2-1/2",2551,2469
"8th Sharjah Masters 2025",2025-05-20,"Pang,Tao","Vakhidov,J","1-0",2485,2546
"8th Sharjah Masters 2025",2025-05-20,"Raja,Rithvik R","Seemann,Jakub","1-0",2545,2453
"8th Sharjah Masters 2025",2025-05-20,"Tarhan,Adar","Kuybokarov,Temur","1-0",2472,2542
"8th Sharjah Masters 2025",2025-05-20,"Sychev,K","Siddharth,Jagadeesh","0-1",2542,2472
"8th Sharjah Masters 2025",2025-05-20,"Gupta,Ab","Aswath,S","1/2-1/2",2577,2515
"8th Sharjah Masters 2025",2025-05-20,"Aronyak,Ghosh","Sethuraman,S","1/2-1/2",2514,2552
"8th Sharjah Masters 2025",2025-05-20,"Ferreira,Jor1","Davtyan,Artur","1/2-1/2",2537,2485
"8th Sharjah Masters 2025",2025-05-20,"Royal,Shreyas","Injac,Teodora","1-0",2493,2474
"8th Sharjah Masters 2025",2025-05-21,"Giri,A","Indjic,A","1/2-1/2",2738,2637
"8th Sharjah Masters 2025",2025-05-21,"Kozak,Adam","Abdusattorov,Nodirbek","1/2-1/2",2578,2771
"8th Sharjah Masters 2025",2025-05-21,"Amar,Elham","Maghsoodloo,Parham","1/2-1/2",2569,2706
"8th Sharjah Masters 2025",2025-05-21,"Dai,Changren","Tabatabaei,M","1-0",2531,2670
"8th Sharjah Masters 2025",2025-05-21,"Salem,AR","Vetokhin,Savva","1/2-1/2",2631,2558
"8th Sharjah Masters 2025",2025-05-21,"Daneshvar,Bardiya","Woodward,Andy","1/2-1/2",2621,2547
"8th Sharjah Masters 2025",2025-05-21,"Visakh,N R","Theodorou,Nikolas","1/2-1/2",2507,2611
"8th Sharjah Masters 2025",2025-05-21,"Sargsyan,Shant","Nikitenko,M","1-0",2666,2516
"8th Sharjah Masters 2025",2025-05-21,"Kacharava,Nikolozi","Ivic,Velimir","0-1",2516,2630
"8th Sharjah Masters 2025",2025-05-21,"Azarov,S","Oro,Faustino","1/2-1/2",2596,2454
"8th Sharjah Masters 2025",2025-05-21,"Iniyan,Pa","Ilamparthi,A R","1-0",2573,2469
"8th Sharjah Masters 2025",2025-05-21,"Aditya,Mittal","Tin,Jingyao","1-0",2547,2601
"8th Sharjah Masters 2025",2025-05-21,"Nigmatov,Ortik","Karthik,V4","1/2-1/2",2457,2565
"8th Sharjah Masters 2025",2025-05-21,"Ohanyan,Emin","Zemlyanskii,Ivan","0-1",2503,2563
"8th Sharjah Masters 2025",2025-05-21,"Sevian,Samuel","Pranav,Anand","1/2-1/2",2694,2555
"8th Sharjah Masters 2025",2025-05-21,"Malek,Jan","Nguyen Ngoc Truong Son","1-0",2511,2632
"8th Sharjah Masters 2025",2025-05-21,"Idani,P","Sanal,V","1/2-1/2",2630,2555
"8th Sharjah Masters 2025",2025-05-21,"Mendonca,Leon Luke","Raja,Rithvik R","1/2-1/2",2630,2545
"8th Sharjah Masters 2025",2025-05-21,"Assaubayeva,Bibisara","Xu,Xiangyu","1/2-1/2",2494,2623
"8th Sharjah Masters 2025",2025-05-21,"Zhu,Jiner","Paravyan,D","0-1",2541,2596
"8th Sharjah Masters 2025",2025-05-21,"Pichot,A","Klimkowski,Jan","1-0",2587,2503
"8th Sharjah Masters 2025",2025-05-21,"Samunenkov,Ihor","Rohith,Krishna S","1/2-1/2",2572,2490
"8th Sharjah Masters 2025",2025-05-21,"Can,E","Pang,Tao","1/2-1/2",2568,2485
"8th Sharjah Masters 2025",2025-05-21,"Ahmadzada,Ahmad","Mamedov,Edgar","0-1",2564,2492
"8th Sharjah Masters 2025",2025-05-21,"Xiao,Tong(QD)","Akobian,V","1-0",2493,2564
"8th Sharjah Masters 2025",2025-05-21,"Huang,Renjie","Sankalp,Gupta","1/2-1/2",2491,2559
"8th Sharjah Masters 2025",2025-05-21,"Siddharth,Jagadeesh","Bharath,Subramaniyam H","1-0",2472,2556
"8th Sharjah Masters 2025",2025-05-21,"Grebnev,Aleksey","Tarhan,Adar","1-0",2556,2472
"8th Sharjah Masters 2025",2025-05-21,"Sargissian,G","Lobanov,Sergei","1/2-1/2",2641,2527
"8th Sharjah Masters 2025",2025-05-21,"Predke,A","Samadov,Read","1/2-1/2",2631,2521
"8th Sharjah Masters 2025",2025-05-21,"Muradli,Mahammad","Petkov,Momchil","1-0",2603,2524
"8th Sharjah Masters 2025",2025-05-21,"Isik,Alparslan","Bai,Jinshi","0-1",2482,2572
"8th Sharjah Masters 2025",2025-05-21,"Divya,Deshmukh","Gavrilescu,David","1/2-1/2",2469,2554
"8th Sharjah Masters 2025",2025-05-21,"Madaminov,Mukhiddin","Jumabayev,R","0-1",2520,2551
"8th Sharjah Masters 2025",2025-05-21,"Aswath,S","Vescovi,G","1-0",2515,2584
"8th Sharjah Masters 2025",2025-05-21,"Seemann,Jakub","Gupta,Ab","1-0",2453,2577
"8th Sharjah Masters 2025",2025-05-21,"Sethuraman,S","Ferreira,Jor1","1-0",2552,2537
"8th Sharjah Masters 2025",2025-05-21,"Vakhidov,J","Movahed,Sina","0-1",2546,2518
"8th Sharjah Masters 2025",2025-05-21,"Kuybokarov,Temur","Aronyak,Ghosh","1/2-1/2",2542,2514
"8th Sharjah Masters 2025",2025-05-21,"Davtyan,Artur","Sychev,K","1/2-1/2",2485,2542
"8th Sharjah Masters 2025",2025-05-22,"Indjic,A","Dai,Changren","1-0",2637,2531
"8th Sharjah Masters 2025",2025-05-22,"Maghsoodloo,Parham","Giri,A","0-1",2706,2738
"8th Sharjah Masters 2025",2025-05-22,"Abdusattorov,Nodirbek","Iniyan,Pa","1-0",2771,2573
"8th Sharjah Masters 2025",2025-05-22,"Sargsyan,Shant","Amar,Elham","1/2-1/2",2666,2569
"8th Sharjah Masters 2025",2025-05-22,"Grebnev,Aleksey","Salem,AR","0-1",2556,2631
"8th Sharjah Masters 2025",2025-05-22,"Ivic,Velimir","Zemlyanskii,Ivan","1/2-1/2",2630,2563
"8th Sharjah Masters 2025",2025-05-22,"Daneshvar,Bardiya","Visakh,N R","1/2-1/2",2621,2507
"8th Sharjah Masters 2025",2025-05-22,"Woodward,Andy","Kozak,Adam","1/2-1/2",2547,2578
"8th Sharjah Masters 2025",2025-05-22,"Tabatabaei,M","Malek,Jan","1-0",2670,2511
"8th Sharjah Masters 2025",2025-05-22,"Xiao,Tong(QD)","Azarov,S","1/2-1/2",2493,2596
"8th Sharjah Masters 2025",2025-05-22,"Paravyan,D","Nigmatov,Ortik","1-0",2596,2457
"8th Sharjah Masters 2025",2025-05-22,"Theodorou,Nikolas","Aditya,Mittal","1/2-1/2",2611,2547
"8th Sharjah Masters 2025",2025-05-22,"Mamedov,Edgar","Pichot,A","1/2-1/2",2492,2587
"8th Sharjah Masters 2025",2025-05-22,"Karthik,V4","Siddharth,Jagadeesh","1/2-1/2",2565,2472
"8th Sharjah Masters 2025",2025-05-22,"Oro,Faustino","Vetokhin,Savva","1/2-1/2",2454,2558
"8th Sharjah Masters 2025",2025-05-22,"Sanal,V","Sevian,Samuel","0-1",2555,2694
"8th Sharjah Masters 2025",2025-05-22,"Jumabayev,R","Idani,P","1-0",2551,2630
"8th Sharjah Masters 2025",2025-05-22,"Nikitenko,M","Mendonca,Leon Luke","0-1",2516,2630
"8th Sharjah Masters 2025",2025-05-22,"Xu,Xiangyu","Raja,Rithvik R","1/2-1/2",2623,2545
"8th Sharjah Masters 2025",2025-05-22,"Rohith,Krishna S","Muradli,Mahammad","0-1",2490,2603
"8th Sharjah Masters 2025",2025-05-22,"Tin,Jingyao","Assaubayeva,Bibisara","1/2-1/2",2601,2494
"8th Sharjah Masters 2025",2025-05-22,"Bai,Jinshi","Ohanyan,Emin","1-0",2572,2503
"8th Sharjah Masters 2025",2025-05-22,"Pang,Tao","Samunenkov,Ihor","1/2-1/2",2485,2572
"8th Sharjah Masters 2025",2025-05-22,"Ilamparthi,A R","Can,E","1/2-1/2",2469,2568
"8th Sharjah Masters 2025",2025-05-22,"Sankalp,Gupta","Kacharava,Nikolozi","1/2-1/2",2559,2516
"8th Sharjah Masters 2025",2025-05-22,"Pranav,Anand","Huang,Renjie","1-0",2555,2491
"8th Sharjah Masters 2025",2025-05-22,"Samadov,Read","Sargissian,G","1/2-1/2",2521,2641
"8th Sharjah Masters 2025",2025-05-22,"Nguyen Ngoc Truong Son","Aswath,S","1-0",2632,2515
"8th Sharjah Masters 2025",2025-05-22,"Klimkowski,Jan","Predke,A","1-0",2503,2631
"8th Sharjah Masters 2025",2025-05-22,"Lobanov,Sergei","Ahmadzada,Ahmad","1/2-1/2",2527,2564
"8th Sharjah Masters 2025",2025-05-22,"Akobian,V","Divya,Deshmukh","1-0",2564,2469
"8th Sharjah Masters 2025",2025-05-22,"Bharath,Subramaniyam H","Seemann,Jakub","1-0",2556,2453
"8th Sharjah Masters 2025",2025-05-22,"Gavrilescu,David","Royal,Shreyas","1-0",2554,2493
"8th Sharjah Masters 2025",2025-05-22,"Movahed,Sina","Sethuraman,S","1/2-1/2",2518,2552
"8th Sharjah Masters 2025",2025-05-22,"Tarhan,Adar","Zhu,Jiner","1/2-1/2",2472,2541
"8th Sharjah Masters 2025",2025-05-22,"Petkov,Momchil","Kuybokarov,Temur","1/2-1/2",2524,2542
"8th Sharjah Masters 2025",2025-05-22,"Sychev,K","Isik,Alparslan","0-1",2542,2482
"8th Sharjah Masters 2025",2025-05-22,"Aronyak,Ghosh","Madaminov,Mukhiddin","1-0",2514,2520
"8th Sharjah Masters 2025",2025-05-22,"Vescovi,G","Davtyan,Artur","1-0",2584,2485
"8th Sharjah Masters 2025",2025-05-22,"Gupta,Ab","Vakhidov,J","1/2-1/2",2577,2546
"8th Sharjah Masters 2025",2025-05-23,"Giri,A","Abdusattorov,Nodirbek","1/2-1/2",2738,2771
"8th Sharjah Masters 2025",2025-05-23,"Kozak,Adam","Tabatabaei,M","1/2-1/2",2578,2670
"8th Sharjah Masters 2025",2025-05-23,"Zemlyanskii,Ivan","Sargsyan,Shant","0-1",2563,2666
"8th Sharjah Masters 2025",2025-05-23,"Dai,Changren","Ivic,Velimir","0-1",2531,2630
"8th Sharjah Masters 2025",2025-05-23,"Salem,AR","Indjic,A","1-0",2631,2637
"8th Sharjah Masters 2025",2025-05-23,"Amar,Elham","Theodorou,Nikolas","1/2-1/2",2569,2611
"8th Sharjah Masters 2025",2025-05-23,"Visakh,N R","Paravyan,D","1/2-1/2",2507,2596
"8th Sharjah Masters 2025",2025-05-23,"Muradli,Mahammad","Woodward,Andy","1-0",2603,2547
"8th Sharjah Masters 2025",2025-05-23,"Vetokhin,Savva","Maghsoodloo,Parham","1-0",2558,2706
"8th Sharjah Masters 2025",2025-05-23,"Sevian,Samuel","Karthik,V4","1-0",2694,2565
"8th Sharjah Masters 2025",2025-05-23,"Mendonca,Leon Luke","Pranav,Anand","0-1",2630,2555
"8th Sharjah Masters 2025",2025-05-23,"Aditya,Mittal","Daneshvar,Bardiya","1/2-1/2",2547,2621
"8th Sharjah Masters 2025",2025-05-23,"Azarov,S","Jumabayev,R","1/2-1/2",2596,2551
"8th Sharjah Masters 2025",2025-05-23,"Pichot,A","Xiao,Tong(QD)","1-0",2587,2493
"8th Sharjah Masters 2025",2025-05-23,"Iniyan,Pa","Mamedov,Edgar","0-1",2573,2492
"8th Sharjah Masters 2025",2025-05-23,"Siddharth,Jagadeesh","Bai,Jinshi","1/2-1/2",2472,2572
"8th Sharjah Masters 2025",2025-05-23,"Nguyen Ngoc Truong Son","Oro,Faustino","1/2-1/2",2632,2454
"8th Sharjah Masters 2025",2025-05-23,"Malek,Jan","Xu,Xiangyu","0-1",2511,2623
"8th Sharjah Masters 2025",2025-05-23,"Raja,Rithvik R","Tin,Jingyao","1/2-1/2",2545,2601
"8th Sharjah Masters 2025",2025-05-23,"Samunenkov,Ihor","Klimkowski,Jan","1-0",2572,2503
"8th Sharjah Masters 2025",2025-05-23,"Can,E","Gavrilescu,David","0-1",2568,2554
"8th Sharjah Masters 2025",2025-05-23,"Kacharava,Nikolozi","Akobian,V","0-1",2516,2564
"8th Sharjah Masters 2025",2025-05-23,"Assaubayeva,Bibisara","Sankalp,Gupta","1-0",2494,2559
"8th Sharjah Masters 2025",2025-05-23,"Pang,Tao","Bharath,Subramaniyam H","1/2-1/2",2485,2556
"8th Sharjah Masters 2025",2025-05-23,"Nigmatov,Ortik","Grebnev,Aleksey","1-0",2457,2556
"8th Sharjah Masters 2025",2025-05-23,"Sargissian,G","Ilamparthi,A R","1/2-1/2",2641,2469
"8th Sharjah Masters 2025",2025-05-23,"Idani,P","Movahed,Sina","1/2-1/2",2630,2518
"8th Sharjah Masters 2025",2025-05-23,"Ahmadzada,Ahmad","Nikitenko,M","1-0",2564,2516
"8th Sharjah Masters 2025",2025-05-23,"Ohanyan,Emin","Sanal,V","0-1",2503,2555
"8th Sharjah Masters 2025",2025-05-23,"Sethuraman,S","Tarhan,Adar","1-0",2552,2472
"8th Sharjah Masters 2025",2025-05-23,"Zhu,Jiner","Aronyak,Ghosh","1/2-1/2",2541,2514
"8th Sharjah Masters 2025",2025-05-23,"Huang,Renjie","Lobanov,Sergei","1-0",2491,2527
"8th Sharjah Masters 2025",2025-05-23,"Isik,Alparslan","Samadov,Read","1/2-1/2",2482,2521
"8th Sharjah Masters 2025",2025-05-23,"Predke,A","Rohith,Krishna S","1-0",2631,2490
"8th Sharjah Masters 2025",2025-05-23,"Royal,Shreyas","Vescovi,G","1-0",2493,2584
"8th Sharjah Masters 2025",2025-05-23,"Kuybokarov,Temur","Aswath,S","1/2-1/2",2542,2515
"8th Sharjah Masters 2025",2025-05-23,"Ferreira,Jor1","Divya,Deshmukh","1/2-1/2",2537,2469
"8th Sharjah Masters 2025",2025-05-23,"Seemann,Jakub","Petkov,Momchil","0-1",2453,2524
"8th Sharjah Masters 2025",2025-05-23,"Davtyan,Artur","Gupta,Ab","0-1",2485,2577
"8th Sharjah Masters 2025",2025-05-23,"Vakhidov,J","Madaminov,Mukhiddin","1/2-1/2",2546,2520
"8th Sharjah Masters 2025",2025-05-24,"Ivic,Velimir","Giri,A","1/2-1/2",2630,2738
"8th Sharjah Masters 2025",2025-05-24,"Indjic,A","Sargsyan,Shant","1/2-1/2",2637,2666
"8th Sharjah Masters 2025",2025-05-24,"Kozak,Adam","Sevian,Samuel","1/2-1/2",2578,2694
"8th Sharjah Masters 2025",2025-05-24,"Tabatabaei,M","Visakh,N R","1-0",2670,2507
"8th Sharjah Masters 2025",2025-05-24,"Abdusattorov,Nodirbek","Salem,AR","1-0",2771,2631
"8th Sharjah Masters 2025",2025-05-24,"Pranav,Anand","Daneshvar,Bardiya","0-1",2555,2621
"8th Sharjah Masters 2025",2025-05-24,"Theodorou,Nikolas","Vetokhin,Savva","1/2-1/2",2611,2558
"8th Sharjah Masters 2025",2025-05-24,"Mamedov,Edgar","Muradli,Mahammad","1/2-1/2",2492,2603
"8th Sharjah Masters 2025",2025-05-24,"Paravyan,D","Amar,Elham","1/2-1/2",2596,2569
"8th Sharjah Masters 2025",2025-05-24,"Xu,Xiangyu","Dai,Changren","1/2-1/2",2623,2531
"8th Sharjah Masters 2025",2025-05-24,"Woodward,Andy","Azarov,S","1-0",2547,2596
"8th Sharjah Masters 2025",2025-05-24,"Aditya,Mittal","Pichot,A","1-0",2547,2587
"8th Sharjah Masters 2025",2025-05-24,"Bai,Jinshi","Assaubayeva,Bibisara","1/2-1/2",2572,2494
"8th Sharjah Masters 2025",2025-05-24,"Jumabayev,R","Samunenkov,Ihor","1/2-1/2",2551,2572
"8th Sharjah Masters 2025",2025-05-24,"Akobian,V","Siddharth,Jagadeesh","0-1",2564,2472
"8th Sharjah Masters 2025",2025-05-24,"Oro,Faustino","Zemlyanskii,Ivan","0-1",2454,2563
"8th Sharjah Masters 2025",2025-05-24,"Gavrilescu,David","Nigmatov,Ortik","1-0",2554,2457
"8th Sharjah Masters 2025",2025-05-24,"Maghsoodloo,Parham","Xiao,Tong(QD)","1/2-1/2",2706,2493
"8th Sharjah Masters 2025",2025-05-24,"Bharath,Subramaniyam H","Nguyen Ngoc Truong Son","1/2-1/2",2556,2632
"8th Sharjah Masters 2025",2025-05-24,"Sanal,V","Mendonca,Leon Luke","1/2-1/2",2555,2630
"8th Sharjah Masters 2025",2025-05-24,"Tin,Jingyao","Sethuraman,S","1/2-1/2",2601,2552
"8th Sharjah Masters 2025",2025-05-24,"Raja,Rithvik R","Iniyan,Pa","1/2-1/2",2545,2573
"8th Sharjah Masters 2025",2025-05-24,"Karthik,V4","Huang,Renjie","1-0",2565,2491
"8th Sharjah Masters 2025",2025-05-24,"Ilamparthi,A R","Ahmadzada,Ahmad","1-0",2469,2564
"8th Sharjah Masters 2025",2025-05-24,"Sankalp,Gupta","Pang,Tao","1/2-1/2",2559,2485
"8th Sharjah Masters 2025",2025-05-24,"Sargissian,G","Kacharava,Nikolozi","1-0",2641,2516
"8th Sharjah Masters 2025",2025-05-24,"Aronyak,Ghosh","Predke,A","0-1",2514,2631
"8th Sharjah Masters 2025",2025-05-24,"Movahed,Sina","Can,E","1-0",2518,2568
"8th Sharjah Masters 2025",2025-05-24,"Klimkowski,Jan","Grebnev,Aleksey","1/2-1/2",2503,2556
"8th Sharjah Masters 2025",2025-05-24,"Royal,Shreyas","Zhu,Jiner","0-1",2493,2541
"8th Sharjah Masters 2025",2025-05-24,"Petkov,Momchil","Isik,Alparslan","1-0",2524,2482
"8th Sharjah Masters 2025",2025-05-24,"Samadov,Read","Malek,Jan","1-0",2521,2511
"8th Sharjah Masters 2025",2025-05-24,"Gupta,Ab","Rohith,Krishna S","0-1",2577,2490
"8th Sharjah Masters 2025",2025-05-24,"Divya,Deshmukh","Kuybokarov,Temur","0-1",2469,2542
"8th Sharjah Masters 2025",2025-05-24,"Aswath,S","Ferreira,Jor1","1-0",2515,2537
"8th Sharjah Masters 2025",2025-05-24,"Lobanov,Sergei","Ohanyan,Emin","1-0",2527,2503
"8th Sharjah Masters 2025",2025-05-24,"Nikitenko,M","Tarhan,Adar","1-0",2516,2472
"8th Sharjah Masters 2025",2025-05-24,"Vescovi,G","Vakhidov,J","0-1",2584,2546
"8th Sharjah Masters 2025",2025-05-24,"Madaminov,Mukhiddin","Seemann,Jakub","1-0",2520,2453
"8th Sharjah Masters 2025",2025-05-25,"Tabatabaei,M","Abdusattorov,Nodirbek","1/2-1/2",2670,2771
"8th Sharjah Masters 2025",2025-05-25,"Sargsyan,Shant","Ivic,Velimir","1/2-1/2",2666,2630
"8th Sharjah Masters 2025",2025-05-25,"Daneshvar,Bardiya","Indjic,A","0-1",2621,2637
"8th Sharjah Masters 2025",2025-05-25,"Sevian,Samuel","Gavrilescu,David","1/2-1/2",2694,2554
"8th Sharjah Masters 2025",2025-05-25,"Salem,AR","Woodward,Andy","1/2-1/2",2631,2547
"8th Sharjah Masters 2025",2025-05-25,"Zemlyanskii,Ivan","Theodorou,Nikolas","0-1",2563,2611
"8th Sharjah Masters 2025",2025-05-25,"Muradli,Mahammad","Kozak,Adam","1-0",2603,2578
"8th Sharjah Masters 2025",2025-05-25,"Vetokhin,Savva","Paravyan,D","1/2-1/2",2558,2596
"8th Sharjah Masters 2025",2025-05-25,"Amar,Elham","Mamedov,Edgar","1-0",2569,2492
"8th Sharjah Masters 2025",2025-05-25,"Siddharth,Jagadeesh","Pichot,A","0-1",2472,2587
"8th Sharjah Masters 2025",2025-05-25,"Samunenkov,Ihor","Pranav,Anand","0-1",2572,2555
"8th Sharjah Masters 2025",2025-05-25,"Giri,A","Aditya,Mittal","1-0",2738,2547
"8th Sharjah Masters 2025",2025-05-25,"Visakh,N R","Karthik,V4","1-0",2507,2565
"8th Sharjah Masters 2025",2025-05-25,"Assaubayeva,Bibisara","Jumabayev,R","1/2-1/2",2494,2551
"8th Sharjah Masters 2025",2025-05-25,"Dai,Changren","Ilamparthi,A R","1-0",2531,2469
"8th Sharjah Masters 2025",2025-05-25,"Sethuraman,S","Sargissian,G","1/2-1/2",2552,2641
"8th Sharjah Masters 2025",2025-05-25,"Nguyen Ngoc Truong Son","Raja,Rithvik R","1/2-1/2",2632,2545
"8th Sharjah Masters 2025",2025-05-25,"Predke,A","Petkov,Momchil","1/2-1/2",2631,2524
"8th Sharjah Masters 2025",2025-05-25,"Mendonca,Leon Luke","Oro,Faustino","1-0",2630,2454
"8th Sharjah Masters 2025",2025-05-25,"Zhu,Jiner","Tin,Jingyao","0-1",2541,2601
"8th Sharjah Masters 2025",2025-05-25,"Azarov,S","Samadov,Read","1-0",2596,2521
"8th Sharjah Masters 2025",2025-05-25,"Iniyan,Pa","Movahed,Sina","0-1",2573,2518
"8th Sharjah Masters 2025",2025-05-25,"Pang,Tao","Akobian,V","1-0",2485,2564
"8th Sharjah Masters 2025",2025-05-25,"Xiao,Tong(QD)","Bharath,Subramaniyam H","0-1",2493,2556
"8th Sharjah Masters 2025",2025-05-25,"Nigmatov,Ortik","Sanal,V","1/2-1/2",2457,2555
"8th Sharjah Masters 2025",2025-05-25,"Rohith,Krishna S","Sankalp,Gupta","1/2-1/2",2490,2559
"8th Sharjah Masters 2025",2025-05-25,"Grebnev,Aleksey","Nikitenko,M","1-0",2556,2516
"8th Sharjah Masters 2025",2025-05-25,"Kuybokarov,Temur","Klimkowski,Jan","1/2-1/2",2542,2503
"8th Sharjah Masters 2025",2025-05-25,"Lobanov,Sergei","Aswath,S","1-0",2527,2515
"8th Sharjah Masters 2025",2025-05-25,"Huang,Renjie","Can,E","0-1",2491,2568
"8th Sharjah Masters 2025",2025-05-25,"Vakhidov,J","Malek,Jan","1-0",2546,2511
"8th Sharjah Masters 2025",2025-05-25,"Isik,Alparslan","Madaminov,Mukhiddin","1/2-1/2",2482,2520
"8th Sharjah Masters 2025",2025-05-25,"Kacharava,Nikolozi","Royal,Shreyas","0-1",2516,2493
"8th Sharjah Masters 2025",2025-05-25,"Tarhan,Adar","Ferreira,Jor1","1/2-1/2",2472,2537
"8th Sharjah Masters 2025",2025-05-25,"Divya,Deshmukh","Davtyan,Artur","1-0",2469,2485
"8th Sharjah Masters 2025",2025-05-25,"Seemann,Jakub","Vescovi,G","1-0",2453,2584
"8th Sharjah Masters B",2025-05-17,"Preobrazhenskaya,Diana","Ayush,Sharma","1-0",2103,2478
"8th Sharjah Masters B",2025-05-17,"Prraneeth,Vuppala","Nyazi,N","1-0",2474,2103
"8th Sharjah Masters B",2025-05-17,"Xu,Ziyuan","Garifullina,Leya","1/2-1/2",2102,2467
"8th Sharjah Masters B",2025-05-17,"Wang,Shixu B","Vishwa,Vasnawala","1-0",2462,2090
"8th Sharjah Masters B",2025-05-17,"Zhou,Yuxu","Levin,Ev","0-1",2087,2453
"8th Sharjah Masters B",2025-05-17,"Mahdavi,Reza","Muhammed,Shuaau","1-0",2445,2082
"8th Sharjah Masters B",2025-05-17,"Imomkuzieva,Nilufarkhon","Meng,Yihan","1/2-1/2",2080,2443
"8th Sharjah Masters B",2025-05-17,"Harshavardhan,G B","Vandan Alankar Sawai","1-0",2441,2075
"8th Sharjah Masters B",2025-05-17,"Mukund Hemant Agarwal","Jiang,Haochen","0-1",2075,2439
"8th Sharjah Masters B",2025-05-17,"Mayank,Chakraborty","Shashish Subbiah","1-0",2436,2068
"8th Sharjah Masters B",2025-05-17,"Alhejab,Meshal","Burmakin,V","0-1",2067,2435
"8th Sharjah Masters B",2025-05-17,"Ahmad,Al Khatib","Aamuktha Guntaka","0-1",2283,1979
"8th Sharjah Masters B",2025-05-18,"Sakline Mostafa,Sajid","Prraneeth,Vuppala","0-1",2234,2474
"8th Sharjah Masters B",2025-05-18,"Borisova,Ekaterina","Wang,Shixu B","0-1",2233,2462
"8th Sharjah Masters B",2025-05-18,"Levin,Ev","Aakanksha,Hagawane","1-0",2453,2188
"8th Sharjah Masters B",2025-05-18,"Sultan,I","Mahdavi,Reza","0-1",2222,2445
"8th Sharjah Masters B",2025-05-18,"Vasilkov,Nikolay","Harshavardhan,G B","1/2-1/2",2201,2441
"8th Sharjah Masters B",2025-05-18,"Jiang,Haochen","AbuAzizah,Raji","0-1",2439,2182
"8th Sharjah Masters B",2025-05-18,"Tabada,J","Mayank,Chakraborty","0-1",2197,2436
"8th Sharjah Masters B",2025-05-18,"Burmakin,V","Dimitrova,Aleksandra","1-0",2435,2176
"8th Sharjah Masters B",2025-05-18,"Assaad,Joe","Shyam,N","0-1",2187,2430
"8th Sharjah Masters B",2025-05-18,"Tarigan,Gilbert Elroy","Abdulkarimli,Eljan","1/2-1/2",2415,2173
"8th Sharjah Masters B",2025-05-18,"Arshiya Das","Zhang,Di","0-1",2174,2410
"8th Sharjah Masters B",2025-05-18,"Du,Yuxin","Ahmad,Al Khatib","1-0",1973,2283
"8th Sharjah Masters B",2025-05-19,"Prraneeth,Vuppala","Schekachikhin,Maksim","0-1",2474,2364
"8th Sharjah Masters B",2025-05-19,"Wang,Shixu B","Azarya,J","1/2-1/2",2462,2364
"8th Sharjah Masters B",2025-05-19,"Bharadia Yash","Levin,Ev","1/2-1/2",2355,2453
"8th Sharjah Masters B",2025-05-19,"Mahdavi,Reza","Ritviz,P","1/2-1/2",2445,2362
"8th Sharjah Masters B",2025-05-19,"Mayank,Chakraborty","Yurasov,Matfey","1-0",2436,2354
"8th Sharjah Masters B",2025-05-19,"Liu,Yi","Burmakin,V","0-1",2261,2435
"8th Sharjah Masters B",2025-05-19,"Shyam,N","Mkrtchyan,Mariam","1/2-1/2",2430,2292
"8th Sharjah Masters B",2025-05-19,"Zhang,Di","Davudov,Tunar","1-0",2410,2279
"8th Sharjah Masters B",2025-05-19,"Ahmad,Al Khatib","Boshra,Alshaeby","1/2-1/2",2283,1971
"8th Sharjah Masters B",2025-05-19,"Aydin,Gulenay","Gong,Sunle","1-0",2240,2398
"8th Sharjah Masters B",2025-05-19,"Liyanage,Ranindu Dilshan","Sharipov,Davron","1/2-1/2",2387,2269
"8th Sharjah Masters B",2025-05-19,"AbuAzizah,Raji","Meng,Yihan","0-1",2182,2443
