"Event","Date","White","Black","Result","WhiteElo","BlackElo"
"18th Teplice Open 2025",2025-06-17,"Jacobson,Brandon","Bures,J","1/2-1/2",2582,2387
"18th Teplice Open 2025",2025-06-17,"Bharadia Yash","Stocek,J","1-0",2377,2459
"18th Teplice Open 2025",2025-06-17,"Lewtak,Da","Baenziger,Fabian","1/2-1/2",2367,2444
"18th Teplice Open 2025",2025-06-17,"Sidhant,M","Pham Tran Gia Phuc","1/2-1/2",2364,2424
"18th Teplice Open 2025",2025-06-17,"Pechac,Jergus","Sathvik Adiga","0-1",2604,2341
"18th Teplice Open 2025",2025-06-17,"Apoorv Kamble","Finek,Vaclav","0-1",2251,2520
"18th Teplice Open 2025",2025-06-17,"Kraus,To","Kenneskog,Theodor","0-1",2420,2298
"18th Teplice Open 2025",2025-06-17,"Rakshitta,Ravi","Audi,Ameya","1-0",2303,2407
"18th Teplice Open 2025",2025-06-17,"Dhulipalla,Bala Chandra Prasad","Coicev,Matei-Andrei","1/2-1/2",2406,2249
"18th Teplice Open 2025",2025-06-17,"Kreken,Eivind Grunt","Ajay Santhosh Parvathareddy","1/2-1/2",2382,2244
"18th Teplice Open 2025",2025-06-17,"Korshunov,Sergey And.","Fizer,Marek","1-0",2363,2186
"18th Teplice Open 2025",2025-06-17,"Stoimenidis,Dimitrios","Laurusas,T","0-1",2181,2566
"18th Teplice Open 2025",2025-06-17,"Sengupta,D","Piddubna,Bozhena","1-0",2502,2173
"18th Teplice Open 2025",2025-06-17,"Shagbazyan,Tar","Jedlicka,A","1-0",2446,2128
"18th Teplice Open 2025",2025-06-17,"Reyan Md.","Sorensen,Hampus","1/2-1/2",2163,2432
"18th Teplice Open 2025",2025-06-17,"Paprocki,J","Fecker,Noah","1/2-1/2",2142,2347
"18th Teplice Open 2025",2025-06-17,"Yurovskykh,Oleksandr","Sanjay,Vasu","1-0",2344,2078
"18th Teplice Open 2025",2025-06-17,"Sylvan,J","Wunder,Niklas","1-0",2323,2114
"18th Teplice Open 2025",2025-06-17,"Ret,Adam Josef","Maldonado Gonzales,Stefano","0-1",2131,2320
"18th Teplice Open 2025",2025-06-17,"Iordache,Alexia-Andreea","Wagh,Suyog","0-1",2125,2319
"18th Teplice Open 2025",2025-06-18,"Sathvik Adiga","Bharadia Yash","1-0",2341,2377
"18th Teplice Open 2025",2025-06-18,"Kenneskog,Theodor","Jacobson,Brandon","1/2-1/2",2298,2582
"18th Teplice Open 2025",2025-06-18,"Finek,Vaclav","Lewtak,Da","1-0",2520,2367
"18th Teplice Open 2025",2025-06-18,"Baenziger,Fabian","Sidhant,M","1/2-1/2",2444,2364
"18th Teplice Open 2025",2025-06-18,"Pham Tran Gia Phuc","Korshunov,Sergey And.","1-0",2424,2363
"18th Teplice Open 2025",2025-06-18,"Bures,J","Rakshitta,Ravi","0-1",2387,2303
"18th Teplice Open 2025",2025-06-18,"Laurusas,T","Povshednyi,Ivan","1-0",2566,2309
"18th Teplice Open 2025",2025-06-18,"Maldonado Gonzales,Stefano","Sengupta,D","0-1",2320,2502
"18th Teplice Open 2025",2025-06-18,"Stocek,J","Sinz,B","1-0",2459,2300
"18th Teplice Open 2025",2025-06-18,"Wagh,Suyog","Shagbazyan,Tar","1/2-1/2",2319,2446
"18th Teplice Open 2025",2025-06-18,"Ajay Santhosh Parvathareddy","Dhulipalla,Bala Chandra Prasad","1/2-1/2",2244,2406
"18th Teplice Open 2025",2025-06-18,"Cherniack,A","Kreken,Eivind Grunt","0-1",2212,2382
"18th Teplice Open 2025",2025-06-18,"Coicev,Matei-Andrei","Yurovskykh,Oleksandr","1/2-1/2",2249,2344
"18th Teplice Open 2025",2025-06-18,"Rice,Leah","Sylvan,J","1/2-1/2",1887,2323
"18th Teplice Open 2025",2025-06-18,"Sorensen,Hampus","Jaskolka,T","1-0",2432,2200
"18th Teplice Open 2025",2025-06-18,"Paprocki,J","Pechac,Jergus","0-1",2142,2604
"18th Teplice Open 2025",2025-06-18,"Kraus,To","Reyan Md.","0-1",2420,2163
"18th Teplice Open 2025",2025-06-18,"Audi,Ameya","Juhanak,Daniel","1-0",2407,2113
"18th Teplice Open 2025",2025-06-18,"Fecker,Noah","Mik,Tomas","1-0",2347,2082
"18th Teplice Open 2025",2025-06-18,"Babula,Matej","Bujnoch,R","1/2-1/2",2099,2319
"18th Teplice Open 2025",2025-06-19,"Finek,Vaclav","Sathvik Adiga","1-0",2520,2341
"18th Teplice Open 2025",2025-06-19,"Rakshitta,Ravi","Pham Tran Gia Phuc","0-1",2303,2424
"18th Teplice Open 2025",2025-06-19,"Jacobson,Brandon","Baenziger,Fabian","0-1",2582,2444
"18th Teplice Open 2025",2025-06-19,"Laurusas,T","Bharadia Yash","1-0",2566,2377
"18th Teplice Open 2025",2025-06-19,"Sengupta,D","Sidhant,M","1/2-1/2",2502,2364
"18th Teplice Open 2025",2025-06-19,"Kreken,Eivind Grunt","Stocek,J","1/2-1/2",2382,2459
"18th Teplice Open 2025",2025-06-19,"Shagbazyan,Tar","Kenneskog,Theodor","1/2-1/2",2446,2298
"18th Teplice Open 2025",2025-06-19,"Apoorv Kamble","Pechac,Jergus","1/2-1/2",2251,2604
"18th Teplice Open 2025",2025-06-19,"Sorensen,Hampus","Wagh,Suyog","1/2-1/2",2432,2319
"18th Teplice Open 2025",2025-06-19,"Grebennikov,N","Audi,Ameya","0-1",2199,2407
"18th Teplice Open 2025",2025-06-19,"Dhulipalla,Bala Chandra Prasad","Janous,Marek","1/2-1/2",2406,2220
"18th Teplice Open 2025",2025-06-19,"Zadrapa,R","Bures,J","0-1",2033,2387
"18th Teplice Open 2025",2025-06-19,"Lewtak,Da","Coicev,Matei-Andrei","0-1",2367,2249
"18th Teplice Open 2025",2025-06-19,"Korshunov,Sergey And.","Ajay Santhosh Parvathareddy","0-1",2363,2244
"18th Teplice Open 2025",2025-06-19,"Reyan Md.","Fecker,Noah","1/2-1/2",2163,2347
"18th Teplice Open 2025",2025-06-19,"Yurovskykh,Oleksandr","Rice,Leah","1-0",2344,1887
"18th Teplice Open 2025",2025-06-19,"Sylvan,J","Fizer,Marek","1/2-1/2",2323,2186
"18th Teplice Open 2025",2025-06-19,"Iordache,Alexia-Andreea","Maldonado Gonzales,Stefano","1-0",2125,2320
"18th Teplice Open 2025",2025-06-19,"Bujnoch,R","Jedlicka,A","1/2-1/2",2319,2128
"18th Teplice Open 2025",2025-06-19,"Povshednyi,Ivan","Novotny,Dominik","1/2-1/2",2309,2123
"18th Teplice Open 2025",2025-06-20,"Pham Tran Gia Phuc","Finek,Vaclav","1/2-1/2",2424,2520
"18th Teplice Open 2025",2025-06-20,"Sathvik Adiga","Laurusas,T","1-0",2341,2566
"18th Teplice Open 2025",2025-06-20,"Baenziger,Fabian","Sengupta,D","1/2-1/2",2444,2502
"18th Teplice Open 2025",2025-06-20,"Stocek,J","Yurovskykh,Oleksandr","1/2-1/2",2459,2344
"18th Teplice Open 2025",2025-06-20,"Audi,Ameya","Coicev,Matei-Andrei","1-0",2407,2249
"18th Teplice Open 2025",2025-06-20,"Ajay Santhosh Parvathareddy","Bures,J","0-1",2244,2387
"18th Teplice Open 2025",2025-06-20,"Kenneskog,Theodor","Kreken,Eivind Grunt","1/2-1/2",2298,2382
"18th Teplice Open 2025",2025-06-20,"Sidhant,M","Rakshitta,Ravi","1/2-1/2",2364,2303
"18th Teplice Open 2025",2025-06-20,"Pechac,Jergus","Jaskolka,T","1-0",2604,2200
"18th Teplice Open 2025",2025-06-20,"Apoorv Kamble","Jacobson,Brandon","1-0",2251,2582
"18th Teplice Open 2025",2025-06-20,"Janous,Marek","Shagbazyan,Tar","0-1",2220,2446
"18th Teplice Open 2025",2025-06-20,"Fizer,Marek","Sorensen,Hampus","1/2-1/2",2186,2432
"18th Teplice Open 2025",2025-06-20,"Wunder,Niklas","Dhulipalla,Bala Chandra Prasad","1/2-1/2",2114,2406
"18th Teplice Open 2025",2025-06-20,"Bharadia Yash","Reyan Md.","1/2-1/2",2377,2163
"18th Teplice Open 2025",2025-06-20,"Fecker,Noah","Iordache,Alexia-Andreea","1-0",2347,2125
"18th Teplice Open 2025",2025-06-20,"Piddubna,Bozhena","Sylvan,J","1-0",2173,2323
"18th Teplice Open 2025",2025-06-20,"Wagh,Suyog","Lam,Chun Yung Samuel","1/2-1/2",2319,2120
"18th Teplice Open 2025",2025-06-20,"Kraus,To","Chval,Zdenek","1-0",2420,2090
"18th Teplice Open 2025",2025-06-20,"Juhanak,Daniel","Lewtak,Da","0-1",2113,2367
"18th Teplice Open 2025",2025-06-20,"Babula,Matej","Korshunov,Sergey And.","0-1",2099,2363
"18th Teplice Open 2025",2025-06-21,"Sathvik Adiga","Pham Tran Gia Phuc","1-0",2341,2424
"18th Teplice Open 2025",2025-06-21,"Finek,Vaclav","Baenziger,Fabian","1-0",2520,2444
"18th Teplice Open 2025",2025-06-21,"Bures,J","Audi,Ameya","1/2-1/2",2387,2407
"18th Teplice Open 2025",2025-06-21,"Yurovskykh,Oleksandr","Pechac,Jergus","1/2-1/2",2344,2604
"18th Teplice Open 2025",2025-06-21,"Laurusas,T","Sidhant,M","1/2-1/2",2566,2364
"18th Teplice Open 2025",2025-06-21,"Sengupta,D","Fecker,Noah","1-0",2502,2347
"18th Teplice Open 2025",2025-06-21,"Kenneskog,Theodor","Stocek,J","1/2-1/2",2298,2459
"18th Teplice Open 2025",2025-06-21,"Shagbazyan,Tar","Rakshitta,Ravi","1/2-1/2",2446,2303
"18th Teplice Open 2025",2025-06-21,"Kreken,Eivind Grunt","Apoorv Kamble","1/2-1/2",2382,2251
"18th Teplice Open 2025",2025-06-21,"Sorensen,Hampus","Piddubna,Bozhena","1/2-1/2",2432,2173
"18th Teplice Open 2025",2025-06-21,"Grebennikov,N","Kraus,To","0-1",2199,2420
"18th Teplice Open 2025",2025-06-21,"Dhulipalla,Bala Chandra Prasad","Fizer,Marek","1-0",2406,2186
"18th Teplice Open 2025",2025-06-21,"Lam,Chun Yung Samuel","Bharadia Yash","0-1",2120,2377
"18th Teplice Open 2025",2025-06-21,"Lewtak,Da","Ajay Santhosh Parvathareddy","1-0",2367,2244
"18th Teplice Open 2025",2025-06-21,"Korshunov,Sergey And.","Reyan Md.","1-0",2363,2163
"18th Teplice Open 2025",2025-06-21,"Stoimenidis,Dimitrios","Wagh,Suyog","1/2-1/2",2181,2319
"18th Teplice Open 2025",2025-06-21,"Povshednyi,Ivan","Wunder,Niklas","1-0",2309,2114
"18th Teplice Open 2025",2025-06-21,"Coicev,Matei-Andrei","Cera Dagariya","1-0",2249,1893
"18th Teplice Open 2025",2025-06-22,"Audi,Ameya","Finek,Vaclav","1/2-1/2",2407,2520
"18th Teplice Open 2025",2025-06-22,"Bures,J","Sathvik Adiga","1/2-1/2",2387,2341
"18th Teplice Open 2025",2025-06-22,"Pham Tran Gia Phuc","Sengupta,D","1/2-1/2",2424,2502
"18th Teplice Open 2025",2025-06-22,"Pechac,Jergus","Korshunov,Sergey And.","0-1",2604,2363
"18th Teplice Open 2025",2025-06-22,"Rakshitta,Ravi","Laurusas,T","0-1",2303,2566
"18th Teplice Open 2025",2025-06-22,"Stocek,J","Povshednyi,Ivan","1/2-1/2",2459,2309
"18th Teplice Open 2025",2025-06-22,"Sidhant,M","Shagbazyan,Tar","1/2-1/2",2364,2446
"18th Teplice Open 2025",2025-06-22,"Baenziger,Fabian","Yurovskykh,Oleksandr","1/2-1/2",2444,2344
"18th Teplice Open 2025",2025-06-22,"Kraus,To","Coicev,Matei-Andrei","1-0",2420,2249
"18th Teplice Open 2025",2025-06-22,"Apoorv Kamble","Dhulipalla,Bala Chandra Prasad","1/2-1/2",2251,2406
"18th Teplice Open 2025",2025-06-22,"Prishita Gupta","Kreken,Eivind Grunt","0-1",1938,2382
"18th Teplice Open 2025",2025-06-22,"Bharadia Yash","Kenneskog,Theodor","1-0",2377,2298
"18th Teplice Open 2025",2025-06-22,"Piddubna,Bozhena","Lewtak,Da","1/2-1/2",2173,2367
"18th Teplice Open 2025",2025-06-22,"Jedlicka,A","Sorensen,Hampus","0-1",2128,2432
"18th Teplice Open 2025",2025-06-22,"Fecker,Noah","Doraszelski,Alexander","1-0",2347,2159
"18th Teplice Open 2025",2025-06-22,"Wagh,Suyog","Chval,Zdenek","1-0",2319,2090
"18th Teplice Open 2025",2025-06-22,"Cherniack,A","Zadrapa,R","0-1",2212,2033
"18th Teplice Open 2025",2025-06-22,"Peglau,Charis","Chval,Zdenek","1-0",2194,2090
"18th Teplice Open 2025",2025-06-22,"Daksh Jain","Stoimenidis,Dimitrios","0-1",2065,2181
"37th Pula Open 2025",2025-06-17,"Maerevoet,Sim","Nandish V S","1-0",2456,2241
"37th Pula Open 2025",2025-06-17,"Mammadov,Z","Herega,Nejc","1-0",2418,2224
"37th Pula Open 2025",2025-06-17,"Ghersinich,Enrico","Wang,Hao(ZJ)","0-1",2217,2418
"37th Pula Open 2025",2025-06-17,"Jablonicky,Martin","Lauda,A","1/2-1/2",2398,2215
"37th Pula Open 2025",2025-06-17,"Staudner,O","Doric,N","1/2-1/2",2367,2188
"37th Pula Open 2025",2025-06-17,"Cupic,L","Sherman,Raem","0-1",2196,2366
"37th Pula Open 2025",2025-06-17,"Noy,Eyal","Petran,Pe","1/2-1/2",2356,2148
"37th Pula Open 2025",2025-06-17,"Velavaa Ragavesh","Omorjan,Dejan","0-1",2150,2349
"37th Pula Open 2025",2025-06-17,"Fercec,N","Berke,A","1-0",2344,2133
"37th Pula Open 2025",2025-06-17,"Boudry,William","Ernst,Robert","1-0",2127,2340
"37th Pula Open 2025",2025-06-17,"Rogic,D","Nagybiro,Laszlo","1-0",2337,2125
"37th Pula Open 2025",2025-06-17,"Okuno,Rion","Ledger,A","0-1",2124,2334
"37th Pula Open 2025",2025-06-17,"De Waele,Warre","Pehar,Borna","1-0",2332,2052
"37th Pula Open 2025",2025-06-17,"Kekic,Ahmed","Popovic,Milan S","0-1",2033,2313
"37th Pula Open 2025",2025-06-17,"Jaidambareesh N R","Kocharin,Timur","0-1",1995,2304
"37th Pula Open 2025",2025-06-17,"Stefan,Iulia-Cristiana","Sanz Wawer,Daniel","0-1",1982,2290
"37th Pula Open 2025",2025-06-17,"Develi,Kemal Cagan","Mammadova,Narmin","1-0",1971,2275
"37th Pula Open 2025",2025-06-17,"Stevanic,David","Labrovic,Jakov","1-0",2269,1957
"37th Pula Open 2025",2025-06-17,"Mikic,Ivana","Lee,Jayden","0-1",1875,2262
"37th Pula Open 2025",2025-06-17,"Medic,Mir","Alsina Leal,D","0-1",2099,2487
"37th Pula Open 2025",2025-06-18,"Popovic,Milan S","Maerevoet,Sim","1/2-1/2",2313,2456
"37th Pula Open 2025",2025-06-18,"Kocharin,Timur","Mammadov,Z","1/2-1/2",2304,2418
"37th Pula Open 2025",2025-06-18,"Wang,Hao(ZJ)","De Waele,Warre","0-1",2418,2332
"37th Pula Open 2025",2025-06-18,"Sherman,Raem","Stevanic,David","0-1",2366,2269
"37th Pula Open 2025",2025-06-18,"Omorjan,Dejan","Boudry,William","1/2-1/2",2349,2127
"37th Pula Open 2025",2025-06-18,"Sanz Wawer,Daniel","Fercec,N","1/2-1/2",2290,2344
"37th Pula Open 2025",2025-06-18,"Lee,Jayden","Rogic,D","1/2-1/2",2262,2337
"37th Pula Open 2025",2025-06-18,"Ledger,A","Develi,Kemal Cagan","1/2-1/2",2334,1971
"37th Pula Open 2025",2025-06-18,"Alsina Leal,D","Malesevic,N","1-0",2487,2215
"37th Pula Open 2025",2025-06-18,"Cvek,R","Petschar,K","1-0",2429,2186
"37th Pula Open 2025",2025-06-18,"Doric,N","Jablonicky,Martin","1/2-1/2",2188,2398
"37th Pula Open 2025",2025-06-18,"Lauda,A","Staudner,O","0-1",2215,2367
"37th Pula Open 2025",2025-06-18,"Gelle,I","Noy,Eyal","0-1",2155,2356
"37th Pula Open 2025",2025-06-18,"Petran,Pe","Zufic,M","1/2-1/2",2148,2310
"37th Pula Open 2025",2025-06-18,"Kumaresh,A","Raghav V","1-0",2119,2301
"37th Pula Open 2025",2025-06-18,"Cai,Chaoruo","Reshetniak,V","1/2-1/2",2258,2107
"37th Pula Open 2025",2025-06-18,"Vojak,Daniel","Maravic,Ivan","1/2-1/2",2252,2105
"37th Pula Open 2025",2025-06-18,"Midem,Ismail Eren","Franc,Borna","1/2-1/2",1969,2228
"37th Pula Open 2025",2025-06-18,"Olund,Joar","Beber,Anja","1-0",2369,2047
"37th Pula Open 2025",2025-06-18,"Ernst,Robert","Bochnickova,Simona","1-0",2340,2041
"37th Pula Open 2025",2025-06-19,"De Waele,Warre","Stevanic,David","0-1",2332,2269
"37th Pula Open 2025",2025-06-19,"Rogic,D","Alsina Leal,D","1/2-1/2",2337,2487
"37th Pula Open 2025",2025-06-19,"Maerevoet,Sim","Ledger,A","1-0",2456,2334
"37th Pula Open 2025",2025-06-19,"Boudry,William","Cvek,R","1/2-1/2",2127,2429
"37th Pula Open 2025",2025-06-19,"Mammadov,Z","Popovic,Milan S","1/2-1/2",2418,2313
"37th Pula Open 2025",2025-06-19,"Staudner,O","Kocharin,Timur","1/2-1/2",2367,2304
"37th Pula Open 2025",2025-06-19,"Noy,Eyal","Sanz Wawer,Daniel","0-1",2356,2290
"37th Pula Open 2025",2025-06-19,"Develi,Kemal Cagan","Omorjan,Dejan","0-1",1971,2349
"37th Pula Open 2025",2025-06-19,"Fercec,N","Lee,Jayden","1/2-1/2",2344,2262
"37th Pula Open 2025",2025-06-19,"Jablonicky,Martin","Kumaresh,A","1/2-1/2",2398,2119
"37th Pula Open 2025",2025-06-19,"Velavaa Ragavesh","Wang,Hao(ZJ)","0-1",2150,2418
"37th Pula Open 2025",2025-06-19,"Furman,Bo","Olund,Joar","0-1",2137,2369
"37th Pula Open 2025",2025-06-19,"Okuno,Rion","Sherman,Raem","1/2-1/2",2124,2366
"37th Pula Open 2025",2025-06-19,"Marjanovic,Alex","Ernst,Robert","1/2-1/2",2119,2340
"37th Pula Open 2025",2025-06-19,"Zufic,M","Langner,Robin","1-0",2310,2117
"37th Pula Open 2025",2025-06-19,"Ochedzan,Tymon","Petran,Pe","1/2-1/2",2283,2148
"37th Pula Open 2025",2025-06-19,"Rubil,M","Nelson,Jo","1-0",2259,2106
"37th Pula Open 2025",2025-06-19,"Maravic,Ivan","Cai,Chaoruo","0-1",2105,2258
"37th Pula Open 2025",2025-06-19,"Filipovic,Br","Darshan G","1/2-1/2",2256,2103
"37th Pula Open 2025",2025-06-19,"Reshetniak,V","Vojak,Daniel","0-1",2107,2252
"37th Pula Open 2025",2025-06-20,"Stevanic,David","Maerevoet,Sim","1/2-1/2",2269,2456
"37th Pula Open 2025",2025-06-20,"Omorjan,Dejan","Sanz Wawer,Daniel","1-0",2349,2290
"37th Pula Open 2025",2025-06-20,"Alsina Leal,D","Rubil,M","1-0",2487,2259
"37th Pula Open 2025",2025-06-20,"Cvek,R","Franc,Borna","1/2-1/2",2429,2228
"37th Pula Open 2025",2025-06-20,"Lee,Jayden","Mammadov,Z","1-0",2262,2418
"37th Pula Open 2025",2025-06-20,"Wang,Hao(ZJ)","Ledger,D","1-0",2418,2159
"37th Pula Open 2025",2025-06-20,"Olund,Joar","Ghersinich,Enrico","1-0",2369,2217
"37th Pula Open 2025",2025-06-20,"Cai,Chaoruo","Staudner,O","1/2-1/2",2258,2367
"37th Pula Open 2025",2025-06-20,"Kocharin,Timur","Fercec,N","1/2-1/2",2304,2344
"37th Pula Open 2025",2025-06-20,"Vojak,Daniel","Rogic,D","1/2-1/2",2252,2337
"37th Pula Open 2025",2025-06-20,"Nandish V S","De Waele,Warre","0-1",2241,2332
"37th Pula Open 2025",2025-06-20,"Popovic,Milan S","Boudry,William","1-0",2313,2127
"37th Pula Open 2025",2025-06-20,"Kumaresh,A","Zufic,M","1/2-1/2",2119,2310
"37th Pula Open 2025",2025-06-20,"Berke,A","Jablonicky,Martin","1-0",2133,2398
"37th Pula Open 2025",2025-06-20,"Sherman,Raem","Marjanovic,Alex","1-0",2366,2119
"37th Pula Open 2025",2025-06-20,"Nagybiro,Laszlo","Noy,Eyal","0-1",2125,2356
"37th Pula Open 2025",2025-06-20,"Ernst,Robert","Okuno,Rion","1/2-1/2",2340,2124
"37th Pula Open 2025",2025-06-20,"Ledger,A","Sisic,Muhamed","1/2-1/2",2334,2092
"37th Pula Open 2025",2025-06-20,"Raghav V","Zuzek,Bor","1-0",2301,2074
"37th Pula Open 2025",2025-06-20,"Darshan G","Ochedzan,Tymon","0-1",2103,2283
"37th Pula Open 2025",2025-06-21,"Stevanic,David","Omorjan,Dejan","1-0",2269,2349
"37th Pula Open 2025",2025-06-21,"De Waele,Warre","Alsina Leal,D","0-1",2332,2487
"37th Pula Open 2025",2025-06-21,"Maerevoet,Sim","Olund,Joar","1/2-1/2",2456,2369
"37th Pula Open 2025",2025-06-21,"Staudner,O","Lee,Jayden","1/2-1/2",2367,2262
"37th Pula Open 2025",2025-06-21,"Ochedzan,Tymon","Cvek,R","1-0",2283,2429
"37th Pula Open 2025",2025-06-21,"Franc,Borna","Sherman,Raem","1/2-1/2",2228,2366
"37th Pula Open 2025",2025-06-21,"Noy,Eyal","Cai,Chaoruo","0-1",2356,2258
"37th Pula Open 2025",2025-06-21,"Fercec,N","Vojak,Daniel","1-0",2344,2252
"37th Pula Open 2025",2025-06-21,"Rogic,D","Doric,N","1/2-1/2",2337,2188
"37th Pula Open 2025",2025-06-21,"Zufic,M","Stefan,Romulus-Cristian","1/2-1/2",2310,2167
"37th Pula Open 2025",2025-06-21,"Petschar,K","Kocharin,Timur","0-1",2186,2304
"37th Pula Open 2025",2025-06-21,"Jaidambareesh N R","Raghav V","0-1",1995,2301
"37th Pula Open 2025",2025-06-21,"Sanz Wawer,Daniel","Kumaresh,A","1-0",2290,2119
"37th Pula Open 2025",2025-06-21,"Mammadov,Z","Berke,A","1-0",2418,2133
"37th Pula Open 2025",2025-06-21,"Seres,B","Ernst,Robert","0-1",2103,2340
"37th Pula Open 2025",2025-06-21,"Jurman,R","Ledger,A","0-1",2068,2334
"37th Pula Open 2025",2025-06-21,"Okuno,Rion","Mammadova,Narmin","1/2-1/2",2124,2275
"37th Pula Open 2025",2025-06-21,"Rubil,M","Pirvulescu,Ekaterina","1/2-1/2",2259,2100
"37th Pula Open 2025",2025-06-21,"Filipovic,Br","Nelson,Jo","1-0",2256,2106
"37th Pula Open 2025",2025-06-22,"Alsina Leal,D","Stevanic,David","1-0",2487,2269
"37th Pula Open 2025",2025-06-22,"Olund,Joar","Popovic,Milan S","1/2-1/2",2369,2313
"37th Pula Open 2025",2025-06-22,"Raghav V","Maerevoet,Sim","1/2-1/2",2301,2456
"37th Pula Open 2025",2025-06-22,"Omorjan,Dejan","Ochedzan,Tymon","1/2-1/2",2349,2283
"37th Pula Open 2025",2025-06-22,"Cai,Chaoruo","Fercec,N","1/2-1/2",2258,2344
"37th Pula Open 2025",2025-06-22,"Kocharin,Timur","Lee,Jayden","0-1",2304,2262
"37th Pula Open 2025",2025-06-22,"Sanz Wawer,Daniel","Rogic,D","1-0",2290,2337
"37th Pula Open 2025",2025-06-22,"Kochavi,Dana","Mammadov,Z","0-1",2223,2418
"37th Pula Open 2025",2025-06-22,"Wang,Hao(ZJ)","Cupic,L","1-0",2418,2196
"37th Pula Open 2025",2025-06-22,"Herega,Nejc","Staudner,O","1/2-1/2",2224,2367
"37th Pula Open 2025",2025-06-22,"Sherman,Raem","Ledger,D","1-0",2366,2159
"37th Pula Open 2025",2025-06-22,"Ernst,Robert","Furman,Bo","1-0",2340,2137
"37th Pula Open 2025",2025-06-22,"Ledger,A","Boudry,William","1-0",2334,2127
"37th Pula Open 2025",2025-06-22,"Doric,N","De Waele,Warre","1/2-1/2",2188,2332
"37th Pula Open 2025",2025-06-22,"Sisic,Muhamed","Zufic,M","0-1",2092,2310
"37th Pula Open 2025",2025-06-22,"Petran,Pe","Filipovic,Br","1/2-1/2",2148,2256
"37th Pula Open 2025",2025-06-22,"Rohith S","Franc,Borna","1/2-1/2",2078,2228
"37th Pula Open 2025",2025-06-22,"Cvek,R","Marjanovic,Alex","1-0",2429,2119
"37th Pula Open 2025",2025-06-22,"Pirvulescu,Ekaterina","Noy,Eyal","0-1",2100,2356
"37th Pula Open 2025",2025-06-22,"Mammadova,Narmin","Reshetniak,V","1-0",2275,2107
"37th Pula Open 2025",2025-06-23,"Popovic,Milan S","Alsina Leal,D","1/2-1/2",2313,2487
"37th Pula Open 2025",2025-06-23,"Stevanic,David","Sanz Wawer,Daniel","1/2-1/2",2269,2290
"37th Pula Open 2025",2025-06-23,"Lee,Jayden","Wang,Hao(ZJ)","1/2-1/2",2262,2418
"37th Pula Open 2025",2025-06-23,"Maerevoet,Sim","Ernst,Robert","1/2-1/2",2456,2340
"37th Pula Open 2025",2025-06-23,"Mammadov,Z","Ledger,A","1-0",2418,2334
"37th Pula Open 2025",2025-06-23,"Zufic,M","Olund,Joar","1/2-1/2",2310,2369
"37th Pula Open 2025",2025-06-23,"Ochedzan,Tymon","Sherman,Raem","0-1",2283,2366
"37th Pula Open 2025",2025-06-23,"Cai,Chaoruo","Omorjan,Dejan","1/2-1/2",2258,2349
"37th Pula Open 2025",2025-06-23,"Fercec,N","Raghav V","1/2-1/2",2344,2301
"37th Pula Open 2025",2025-06-23,"Staudner,O","Gelle,I","1-0",2367,2155
"37th Pula Open 2025",2025-06-23,"Noy,Eyal","Doric,N","1-0",2356,2188
"37th Pula Open 2025",2025-06-23,"De Waele,Warre","Petran,Pe","1-0",2332,2148
"37th Pula Open 2025",2025-06-23,"Velavaa Ragavesh","Mammadova,Narmin","0-1",2150,2275
"37th Pula Open 2025",2025-06-23,"Filipovic,Br","Debevec,B","1/2-1/2",2256,2136
"37th Pula Open 2025",2025-06-23,"Nagybiro,Laszlo","Vojak,Daniel","1/2-1/2",2125,2252
"37th Pula Open 2025",2025-06-23,"Franc,Borna","Kumaresh,A","1-0",2228,2119
"37th Pula Open 2025",2025-06-23,"Bochnickova,A","Grgantov,Marin","0-1",2054,2223
"37th Pula Open 2025",2025-06-23,"Malesevic,N","Ashwath Kaushik","1/2-1/2",2215,2040
"37th Pula Open 2025",2025-06-23,"Develi,Kemal Cagan","Lauda,A","1-0",1971,2215
"27th Iraklio Open 2025",2025-06-16,"Kapnisis,S","Vassis,Michail","1/2-1/2",2382,2274
"27th Iraklio Open 2025",2025-06-16,"Kassios,Dimitrios","Mitsis,Georgios","1/2-1/2",2197,2372
"27th Iraklio Open 2025",2025-06-16,"Papadopoulos,Geo3","Ergazakis,Ioannis","0-1",2363,2194
"27th Iraklio Open 2025",2025-06-16,"Nikolaidis,K","Alexiadis,Hristos","0-1",2155,2355
"27th Iraklio Open 2025",2025-06-16,"Kazantzoglou,Stefanos","Oikonomopoulos,Filippos","0-1",2274,2136
"27th Iraklio Open 2025",2025-06-16,"Gazis,Ef","Mylonakis,Ioannis","0-1",2112,2044
"27th Iraklio Open 2025",2025-06-16,"Vasilakopoulos,Georgios","Finokaliotis,G","0-1",1854,2094
"27th Iraklio Open 2025",2025-06-16,"Nemtsas,H","Makrylakis,Iason","1-0",2025,1957
"27th Iraklio Open 2025",2025-06-16,"Sienczewski,Z","Rigopoulos Tsigkos,A","1/2-1/2",1942,2064
"27th Iraklio Open 2025",2025-06-16,"Papadimitriou,L","Synetos,Dionysios","1/2-1/2",2085,1826
"27th Iraklio Open 2025",2025-06-17,"Oikonomopoulos,Filippos","Alexiadis,Hristos","0-1",2136,2355
"27th Iraklio Open 2025",2025-06-17,"Ergazakis,Ioannis","Mylonakis,Ioannis","1-0",2194,2044
