"Event","Date","White","Black","Result","WhiteElo","BlackElo"
"Titled Tue 17th Jun Late",2025-06-17,"Bulgurlu,Okan","Bazan Romero,Octavio Aaron","0-1",1964,2289
"Titled Tue 17th Jun Late",2025-06-17,"Distaso,Antonio Pio","George Samir,David","1-0",2253,2356
"Titled Tue 17th Jun Late",2025-06-17,"Mansurova,Mumtozbegim","Carroll,Thomas","0-1",1800,2131
"Titled Tue 17th Jun Late",2025-06-17,"Martinez Ramirez,L","Demchenko,A","0-1",2442,2619
"Titled Tue 17th Jun Late",2025-06-17,"Calvo Gonzalez,Jose Felix","Kostov,Deyan Samuil","0-1",2168,2352
"Titled Tue 17th Jun Late",2025-06-17,"Gkavardinas,Antonios","Dubnevych,Maksym","0-1",2278,2296
"Titled Tue 17th Jun Late",2025-06-17,"Winkels,M","Kjaergaard Jensen,J","0-1",1905,2081
"Titled Tue 17th Jun Late",2025-06-17,"Rees,I","Mecit,E","1/2-1/2",2280,2007
"Titled Tue 17th Jun Late",2025-06-17,"Roebers,Eline","Mizzi,Jack","1/2-1/2",2356,2107
"Titled Tue 17th Jun Late",2025-06-17,"Watanabe,A","Gomez Gonzales,Fabiana","0-1",2284,1796
"Titled Tue 17th Jun Late",2025-06-17,"Fathy,E","Bogaudinov,R","1-0",2300,1912
"Titled Tue 17th Jun Late",2025-06-17,"Frischmann,Rick","Ali,L","0-1",2355,2179
"Titled Tue 17th Jun Late",2025-06-17,"Uyanga,Byambaa","Borges,W","1-0",2006,2062
"Titled Tue 17th Jun Late",2025-06-17,"Cupid,Kevin","Melillo,Lucius","1-0",2189,2170
"Titled Tue 17th Jun Late",2025-06-17,"Ambartsumian,Tyhran","Nurgaliyeva,Zarina","0-1",2244,2252
"Titled Tue 17th Jun Late",2025-06-17,"Zou,Chen","Sargsyan,Shant","1-0",2443,2669
"Titled Tue 17th Jun Late",2025-06-17,"Ali,Se","Baturin-Vinogradov,Miroslav","1-0",2400,2046
"Titled Tue 17th Jun Late",2025-06-17,"Makaraci,Tunahan","Anhwere,Bernard","1-0",2233,1906
"Titled Tue 17th Jun Late",2025-06-17,"Holt,C","Maghsoodloo,Parham","1/2-1/2",2540,2691
"Titled Tue 17th Jun Late",2025-06-17,"Leiva,G","Svane,R","0-1",2387,2626
"Titled Tue 17th Jun Late",2025-06-17,"Barp,Alberto","Salinas Herrera,P","1-0",2414,2447
"Titled Tue 17th Jun Late",2025-06-17,"Mekhitarian,K","Deac,Bogdan-Daniel","1/2-1/2",2564,2674
"Titled Tue 17th Jun Late",2025-06-17,"Guerrero Cataldo,Juan Andres","Klepek,Witold","1/2-1/2",2082,2253
"Titled Tue 17th Jun Late",2025-06-17,"Nguyen Ngoc Truong Son","Rajaram,Rohan","1-0",2600,2164
"Titled Tue 17th Jun Late",2025-06-17,"Suvradeepta,D","Lysyj,I","0-1",2230,2582
"Titled Tue 17th Jun Late",2025-06-17,"Karas,Eugenia","Ferraz,Michel Liah","1-0",2124,2007
"Titled Tue 17th Jun Late",2025-06-17,"Jagirapu,Harshin Reddy","Sinkar,Anagha Aniket","1-0",2042,1776
"Titled Tue 17th Jun Late",2025-06-17,"Reinecke,Katharina","Amarasinghe,A","1-0",1921,1922
"Titled Tue 17th Jun Late",2025-06-17,"Shafer,Logan C","Aslanov,Umid","1-0",2217,2298
"Titled Tue 17th Jun Late",2025-06-17,"Schracke,G","Gomez Gonzales,Fabiana","0-1",2138,1796
"Titled Tue 17th Jun Late",2025-06-17,"Maglioni,Leonardo","Bulgak,Damir","0-1",2069,2213
"Titled Tue 17th Jun Late",2025-06-17,"Li,Eric 2007","Stemmler,Fabian","1-0",2372,2190
"Titled Tue 17th Jun Late",2025-06-17,"Thorsteinsdottir,H","Carrasco Miranda,A","1-0",2004,2211
"Titled Tue 17th Jun Late",2025-06-17,"Grover,S","George,Kevin","1-0",2465,2327
"Titled Tue 17th Jun Late",2025-06-17,"Grabinsky,V","Pein,Jonathan","1-0",2192,2226
"Titled Tue 17th Jun Late",2025-06-17,"Ahmad,Khagan","Gustafsson,J","1-0",2394,2591
"Titled Tue 17th Jun Late",2025-06-17,"Terron Elena,F","Tao,Sihan","0-1",2148,2202
"Titled Tue 17th Jun Late",2025-06-17,"Baylav,Can","Panin,Mikhail","1-0",2056,2255
"Titled Tue 17th Jun Late",2025-06-17,"Ilinca,Felix-Antonio","Norman,Kseniya","1-0",2431,2069
"Titled Tue 17th Jun Late",2025-06-17,"Papasimakopoulos,Alexandros","Kislinsky,A","0-1",2366,2341
"Titled Tue 17th Jun Late",2025-06-17,"Hernandez Bermudez,Ulises Eduardo","Kharitonov,S","1-0",2042,2014
"Titled Tue 17th Jun Late",2025-06-17,"Ersoz,Teoman Guney","Davtyan,Artur","0-1",2052,2472
"Titled Tue 17th Jun Late",2025-06-17,"Linares Orellana,Hector Jose","Calvo Gonzalez,Jose Felix","1-0",2111,2168
"Titled Tue 17th Jun Late",2025-06-17,"Lin,Bryan Enming","Guerra Mendez,J","1-0",2343,2478
"Titled Tue 17th Jun Late",2025-06-17,"Atis,Hasan","Roebers,Eline","0-1",2089,2356
"Titled Tue 17th Jun Late",2025-06-17,"Niemann,Hans Moke","Gumularz,Szymon","1-0",2736,2605
"Titled Tue 17th Jun Late",2025-06-17,"Oksendal,Martin","Petrus,Adrian","1-0",2235,2203
"Titled Tue 17th Jun Late",2025-06-17,"Jing,Andrew","Demaria,J","0-1",2292,2215
"Titled Tue 17th Jun Late",2025-06-17,"Sliwicka,Alicja","Ersahin,B","1-0",2299,2106
"Titled Tue 17th Jun Late",2025-06-17,"Kukushkin,Ivan","Levano Loayza,Adriano Jaffet","1-0",2008,2023
"Titled Tue 17th Jun Late",2025-06-17,"Chen,Yidong","Ferriz Barrios,A","0-1",2074,2102
"Titled Tue 17th Jun Late",2025-06-17,"Moroni,L","Khenkin,I","1-0",2549,2499
"Titled Tue 17th Jun Late",2025-06-17,"Fiorito,Joaquin","Cevizci,Yusuf Baran","1-0",2419,2062
"Titled Tue 17th Jun Late",2025-06-17,"Smieszek,W","Rogov,Matfey","0-1",2141,2348
"Titled Tue 17th Jun Late",2025-06-17,"Caprio,G","Gkavardinas,Antonios","1-0",2435,2278
"Titled Tue 17th Jun Late",2025-06-17,"Unver,C","Molinaroli,M","1-0",2012,2157
"Titled Tue 17th Jun Late",2025-06-17,"Cupid,Kevin","Cernov,Henrik","0-1",2189,2325
"Titled Tue 17th Jun Late",2025-06-17,"Sheehan,Ethan","Makridis,Dimitrios","1-0",2364,2283
"Titled Tue 17th Jun Late",2025-06-17,"Rosenbecker,Daniel","Arias Igual,A","0-1",2109,2242
"Titled Tue 17th Jun Late",2025-06-17,"Jasinski,Alexander","Perez Rojas,Jorge","0-1",1989,2100
"Titled Tue 17th Jun Late",2025-06-17,"Rasch,H","Yatskar,Martin","1-0",2246,2225
"Titled Tue 17th Jun Late",2025-06-17,"Reprintsev,A","Palczert,Matyas","0-1",2256,2396
"Titled Tue 17th Jun Late",2025-06-17,"Sobek,J","Ady,J","1-0",2195,2355
"Titled Tue 17th Jun Late",2025-06-17,"Todorovic,Boj","Yazici,Ugur Doga","0-1",2111,2161
"Titled Tue 17th Jun Late",2025-06-17,"Chocenka,D","Buchenau,F","1-0",2314,2205
"Titled Tue 17th Jun Late",2025-06-17,"Zou,Chen","Oro,Faustino","0-1",2443,2465
"Titled Tue 17th Jun Late",2025-06-17,"Diaz Guerrero,Jesus Daniel","Tymrakiewicz,R","0-1",2076,2206
"Titled Tue 17th Jun Late",2025-06-17,"Fikiet,Alex","Martinez Ramirez,L","0-1",2151,2442
"Titled Tue 17th Jun Late",2025-06-17,"Rodrigues,Le","Wagner,De","0-1",2111,2619
"Titled Tue 17th Jun Late",2025-06-17,"Li Xueyi","Watanabe,A","0-1",2220,2284
"Titled Tue 17th Jun Late",2025-06-17,"Przybylski,W","Haddouche,M","0-1",2340,2490
"Titled Tue 17th Jun Late",2025-06-17,"Borisov,Yuri","Gimeno Martos,R","1-0",2285,2090
"Titled Tue 17th Jun Late",2025-06-17,"Caruana,F","Sarana,A","1-0",2777,2686
"Titled Tue 17th Jun Late",2025-06-17,"Deac,Bogdan-Daniel","Ali,Se","1-0",2674,2400
"Titled Tue 17th Jun Late",2025-06-17,"Thomforde-Toates,Noah","Bacrot,E","1-0",2128,2633
"Titled Tue 17th Jun Late",2025-06-17,"Akopyan,H","Noroozi,O","0-1",2240,2266
"Titled Tue 17th Jun Late",2025-06-17,"Ferrara,Enzo","Salonen,Aku","0-1",2138,2330
"Titled Tue 17th Jun Late",2025-06-17,"Drygalov,Sergey","Rosen,E","1-0",2560,2377
"Titled Tue 17th Jun Late",2025-06-17,"Askarov,Ba","Jarmula,L","1-0",2297,2440
"Titled Tue 17th Jun Late",2025-06-17,"Mecit,E","Wanyama,Harold","1-0",2007,2143
"Titled Tue 17th Jun Late",2025-06-17,"Bogaudinov,R","Tang,Benjamin","0-1",1912,2132
"Titled Tue 17th Jun Late",2025-06-17,"Yang,Daniel","Mizzi,Jack","1/2-1/2",2198,2107
"Titled Tue 17th Jun Late",2025-06-17,"Yanev,Tihomir","Brancaleoni,M","1-0",2354,2185
"Titled Tue 17th Jun Late",2025-06-17,"Kostov,Deyan Samuil","Marchesich,Giovanni","0-1",2352,2189
"Titled Tue 17th Jun Late",2025-06-17,"Ibarra Carlos Roberto","Ismayilova,Khanim","1-0",2116,1971
"Titled Tue 17th Jun Late",2025-06-17,"Papacek,S","Jiganchine,R","0-1",2225,2205
"Titled Tue 17th Jun Late",2025-06-17,"Mafra,K","Sitnic,A","1-0",2076,2058
"Titled Tue 17th Jun Late",2025-06-17,"Fadi,M","Tamames Soria,Cesar Manuel","0-1",2298,2221
"Titled Tue 17th Jun Late",2025-06-17,"Bukreev,Stanislav","Avramidou,Anastasia","0-1",2305,2294
"Titled Tue 17th Jun Late",2025-06-17,"Barp,Alberto","Kosakowski,Jakub","0-1",2414,2548
"Titled Tue 17th Jun Late",2025-06-17,"Bardyk,Artem","Zlatin,Alexander","1-0",2260,2313
"Titled Tue 17th Jun Late",2025-06-17,"Araujo Filho,Luiz Antonio Coel","Frischmann,Rick","0-1",2077,2355
"Titled Tue 17th Jun Late",2025-06-17,"Tinmaz,Kerem","Sarkar,J","0-1",2013,2284
"Titled Tue 17th Jun Late",2025-06-17,"Kobo,Ori","Bazan Romero,Octavio Aaron","1-0",2493,2289
"Titled Tue 17th Jun Late",2025-06-17,"Uzuner,TC","Perry,Patrick","1-0",1909,2296
"Titled Tue 17th Jun Late",2025-06-17,"Bryakin,M","Shukhman,Anna","0-1",2462,2413
"Titled Tue 17th Jun Late",2025-06-17,"Anhwere,Bernard","Qian,Ashley","1-0",1906,2033
"Titled Tue 17th Jun Late",2025-06-17,"Galchenko,Matvey","Pranav,V","0-1",2435,2595
"Titled Tue 17th Jun Late",2025-06-17,"Daspres,L","Zhukovskyi,Oleksandr","1-0",2207,2145
"Titled Tue 17th Jun Late",2025-06-17,"Moussard,J","Holt,C","1-0",2597,2540
"Titled Tue 17th Jun Late",2025-06-17,"Garzon Zapatanga,Christopher Leonel","Lazaro Azcutia,Miguel","1-0",2155,2275
"Titled Tue 17th Jun Late",2025-06-17,"Vardi,Ilan","Storn,Justin","1-0",NA,2073
"Titled Tue 17th Jun Late",2025-06-17,"Tang,Austin","Deng,Henry","1-0",1979,2327
"Titled Tue 17th Jun Late",2025-06-17,"Klepek,Witold","Swara Lakshmi S Nair","1-0",2253,2187
"Titled Tue 17th Jun Late",2025-06-17,"Leenhouts,K","Leiva,G","1-0",2476,2387
"Titled Tue 17th Jun Late",2025-06-17,"Sargsyan,Shant","Suleymanli,Suleyman","0-1",2669,2308
"Titled Tue 17th Jun Late",2025-06-17,"Sethuraman,Roshan","Londono Lopez,Donaldo","1-0",2074,2186
"Titled Tue 17th Jun Late",2025-06-17,"Miserendino,A","Clawitter,C","0-1",2032,2050
"Titled Tue 17th Jun Late",2025-06-17,"Abdou Ahmed Alem","Montano Vicente,Guadalupe","1-0",2002,1938
"Titled Tue 17th Jun Late",2025-06-17,"Jovic,Sta","Hariharan,Shambavi","1/2-1/2",2096,1936
"Titled Tue 17th Jun Late",2025-06-17,"Harish,Neeraj","Wahedi,A","0-1",2192,2239
"Titled Tue 17th Jun Late",2025-06-17,"Haydon,D","Szpar,Milosz","1/2-1/2",2284,2495
"Titled Tue 17th Jun Late",2025-06-17,"Hungaski,R","Suarez,Pedro","0-1",2477,2066
"Titled Tue 17th Jun Late",2025-06-17,"Vila Dupla,A","Makaraci,Tunahan","0-1",2056,2233
"Titled Tue 17th Jun Late",2025-06-17,"Danzer,G","Modric,N","1-0",2172,2088
"Titled Tue 17th Jun Late",2025-06-17,"Zilberstein,Dm","Nayak,Rajesh","1-0",2358,2262
"Titled Tue 17th Jun Late",2025-06-17,"Shapiro,Dan","Vazelakis,D","1-0",2284,1857
"Titled Tue 17th Jun Late",2025-06-17,"Krishnakumar,Sriram","Pakleza,Z","0-1",2197,2484
"Titled Tue 17th Jun Late",2025-06-17,"Aliyev,E","Kjaergaard Jensen,J","1-0",2123,2081
"Titled Tue 17th Jun Late",2025-06-17,"Romanchuk,V","Krawczyk,Flawian","0-1",2266,2247
"Titled Tue 17th Jun Late",2025-06-17,"Sharankov,G","Ratkovic,Miloj","1-0",2238,2489
"Titled Tue 17th Jun Late",2025-06-17,"Terkiewicz,Bruno","Tekeyev,Z","0-1",2183,2407
"Titled Tue 17th Jun Late",2025-06-17,"Kochetkov,G","Goryachkina,A","0-1",2277,2533
"Titled Tue 17th Jun Late",2025-06-17,"Romany,Joy","Nita,L","0-1",1960,2143
"Titled Tue 17th Jun Late",2025-06-17,"Piesik,P","Amirkul,Alimzhan","0-1",2436,2357
"Titled Tue 17th Jun Late",2025-06-17,"Winkels,M","Yevchenko,A","1-0",1905,2276
"Titled Tue 17th Jun Late",2025-06-17,"Thake,Conrad","Einarsson,H","0-1",1873,2177
"Titled Tue 17th Jun Late",2025-06-17,"Domingo Nunez,Alejandro","Distaso,Antonio Pio","1-0",2340,2253
"Titled Tue 17th Jun Late",2025-06-17,"Ferreira,VitorH","Demirtas,Alper","0-1",2128,2205
"Titled Tue 17th Jun Late",2025-06-17,"Ernst,Luca","Volodin,Alexandr E.","1-0",2215,2344
"Titled Tue 17th Jun Late",2025-06-17,"Ivashentseva,Dominika","Holinka,Henning","0-1",1969,2303
"Titled Tue 17th Jun Late",2025-06-17,"Svane,R","Naroditsky,D","0-1",2626,2619
"Titled Tue 17th Jun Late",2025-06-17,"Ristic,Neb1","Mayans Calvo,M","0-1",2248,2101
"Titled Tue 17th Jun Late",2025-06-17,"Guerrero Cataldo,Juan Andres","Sindarov,Islombek","1/2-1/2",2082,2129
"Titled Tue 17th Jun Late",2025-06-17,"Ambartsumova,K","Ngo,Quang Thai","1-0",2403,2326
"Titled Tue 17th Jun Late",2025-06-17,"Maghsoodloo,Parham","Stribuk,Artiom","1-0",2691,2460
"Titled Tue 17th Jun Late",2025-06-17,"Vinolas Anglada,Laura","Guliev,Gasan","1/2-1/2",2059,2123
"Titled Tue 17th Jun Late",2025-06-17,"Rozman,Levy","Steinberg,N","0-1",2324,2554
"Titled Tue 17th Jun Late",2025-06-17,"Janaszak,Daw","Ragger,M","1-0",2306,2566
"Titled Tue 17th Jun Late",2025-06-17,"Gerbelli Neto,E","George Samir,David","1-0",2114,2356
"Titled Tue 17th Jun Late",2025-06-17,"Mesquita,Eduardo Barbosa","Schmider,Niklas","1-0",2014,2421
"Titled Tue 17th Jun Late",2025-06-17,"Atoyan,Alberto","Zuferi,E","0-1",2266,2339
"Titled Tue 17th Jun Late",2025-06-17,"Ali,L","Silva Lucena,Cristian","0-1",2179,2243
"Titled Tue 17th Jun Late",2025-06-17,"Manukyan,SaA","Manvelyan,Mikayel","0-1",2294,2362
"Titled Tue 17th Jun Late",2025-06-17,"Beulen,M","Bratovic,B","0-1",2359,2319
"Titled Tue 17th Jun Late",2025-06-17,"Toktomushev,Teimur","Gubajdullin,A","1-0",2390,2233
"Titled Tue 17th Jun Late",2025-06-17,"Demchenko,A","Rustemov,A","1-0",2619,2525
"Titled Tue 17th Jun Late",2025-06-17,"Sroczynski,M","Playa,M","1-0",2236,2376
"Titled Tue 17th Jun Late",2025-06-17,"Mekhitarian,K","Salem,AR","0-1",2564,2627
"Titled Tue 17th Jun Late",2025-06-17,"Fathy,E","Mulawa,Cyprian","1-0",2300,2324
"Titled Tue 17th Jun Late",2025-06-17,"Liu,Xiangyi","Hansen,Eric","1-0",2370,2609
"Titled Tue 17th Jun Late",2025-06-17,"Baturin-Vinogradov,Miroslav","Matinian,N","0-1",2046,2421
"Titled Tue 17th Jun Late",2025-06-17,"Shandrygin,Nikita","Estrada Nieto,J","1-0",2209,2181
"Titled Tue 17th Jun Late",2025-06-17,"Fomevor,Cephas Clinton","Mansurova,Mumtozbegim","1/2-1/2",1883,1800
"Titled Tue 17th Jun Late",2025-06-17,"Bluebaum,M","Rustamov,Rustam","1-0",2663,2334
"Titled Tue 17th Jun Late",2025-06-17,"Petrenko,Maryna","Garcia Hernandez,Rebeca","1-0",2062,1904
"Titled Tue 17th Jun Late",2025-06-17,"Mayaud,R","El Jawich,A","1-0",2126,2307
"Titled Tue 17th Jun Late",2025-06-17,"Rao,Anjaneya Sripathy","Graif,William","0-1",2217,2211
"Titled Tue 17th Jun Late",2025-06-17,"Hakobyan,Aram","Yilmaz,M","1-0",2620,2586
"Titled Tue 17th Jun Late",2025-06-17,"Bacus,Dharim","Wu,William","1/2-1/2",2131,1998
"Titled Tue 17th Jun Late",2025-06-17,"Vaganian,R","Becking,S","1-0",2449,2410
"Titled Tue 17th Jun Late",2025-06-17,"Gorbenko,R","Uyanga,Byambaa","1-0",2201,2006
"Titled Tue 17th Jun Late",2025-06-17,"Schnaider,Ilan","Kramnik,V","1-0",2388,2753
"Titled Tue 17th Jun Late",2025-06-17,"Dauer,Andre Leonardo","Manon Og,R","1/2-1/2",2138,1913
"Titled Tue 17th Jun Late",2025-06-17,"Shuvalova,Polina","Labussiere,Victor","0-1",2480,2312
"Titled Tue 17th Jun Late",2025-06-17,"Salinas Herrera,P","Al Tarbosh,W","1-0",2447,2223
"Titled Tue 17th Jun Late",2025-06-17,"Dubnevych,Maksym","Nurgaliyeva,Zarina","1-0",2296,2252
"Titled Tue 17th Jun Late",2025-06-17,"Kanakaris,G","Tang,Andrew","0-1",2396,2529
"Titled Tue 17th Jun Late",2025-06-17,"Hartge,Gedeon","Ameir,M","1-0",2328,2364
"Titled Tue 17th Jun Late",2025-06-17,"Willim,M","Moreira,Ron","1/2-1/2",2024,2094
"Titled Tue 17th Jun Late",2025-06-17,"Manukian,Ar","Rees,I","1/2-1/2",2104,2280
"Titled Tue 17th Jun Late",2025-06-17,"Sohal,T","Damaraju,Ashwin","1-0",2234,2084
"Titled Tue 17th Jun Late",2025-06-17,"Muradli,Mahammad","Rasulov,Vu","1-0",2609,2483
"Titled Tue 17th Jun Late",2025-06-17,"Nihal,Sarin","Shermuhammadov,Samandar","1/2-1/2",2696,2110
"Titled Tue 17th Jun Late",2025-06-17,"Sadykov,Ra","Lisenkov,Svyatoslav","1-0",2264,2283
"Titled Tue 17th Jun Late",2025-06-17,"Aalto,Patrik","Mai,Alexander Oliver","1-0",2316,2171
"Titled Tue 17th Jun Late",2025-06-17,"Khanbutaev,Artemii","Beyer,Lorenz","0-1",2139,2226
"Titled Tue 17th Jun Late",2025-06-17,"Jakubowski,K","Khlebovich,A","1-0",2448,2423
"Titled Tue 17th Jun Late",2025-06-17,"Maksimovic,Bojan","Firouzja,Alireza","0-1",2514,2766
"Titled Tue 17th Jun Late",2025-06-17,"Nakamura,Hi","Xiong,Jeffery","1/2-1/2",2804,2639
"Titled Tue 17th Jun Late",2025-06-17,"Akopyan,H","Jasinski,Alexander","1-0",2240,1989
"Titled Tue 17th Jun Late",2025-06-17,"Petrus,Adrian","Ferriz Barrios,A","1-0",2203,2102
"Titled Tue 17th Jun Late",2025-06-17,"Arias Igual,A","Dauer,Andre Leonardo","0-1",2242,2138
"Titled Tue 17th Jun Late",2025-06-17,"Estrada Nieto,J","Baylav,Can","1-0",2181,2056
"Titled Tue 17th Jun Late",2025-06-17,"Li,Eric 2007","Vinolas Anglada,Laura","1-0",2372,2059
"Titled Tue 17th Jun Late",2025-06-17,"Shandrygin,Nikita","Shafer,Logan C","1-0",2209,2217
"Titled Tue 17th Jun Late",2025-06-17,"Maglioni,Leonardo","Klepek,Witold","0-1",2069,2253
"Titled Tue 17th Jun Late",2025-06-17,"Aalto,Patrik","Beulen,M","0-1",2316,2359
"Titled Tue 17th Jun Late",2025-06-17,"Perry,Patrick","Abdou Ahmed Alem","1-0",2296,2002
"Titled Tue 17th Jun Late",2025-06-17,"Vazelakis,D","Anhwere,Bernard","0-1",1857,1906
"Titled Tue 17th Jun Late",2025-06-17,"Einarsson,H","Calvo Gonzalez,Jose Felix","0-1",2177,2168
"Titled Tue 17th Jun Late",2025-06-17,"Davtyan,Artur","Domingo Nunez,Alejandro","1-0",2472,2340
"Titled Tue 17th Jun Late",2025-06-17,"El Jawich,A","Mai,Alexander Oliver","1-0",2307,2171
"Titled Tue 17th Jun Late",2025-06-17,"Suarez,Pedro","Ersoz,Teoman Guney","0-1",2066,2052
"Titled Tue 17th Jun Late",2025-06-17,"Gomez Gonzales,Fabiana","Diaz Guerrero,Jesus Daniel","1-0",1796,2076
"Titled Tue 17th Jun Late",2025-06-17,"Jakubowski,K","Nihal,Sarin","0-1",2448,2696
"Titled Tue 17th Jun Late",2025-06-17,"Ragger,M","Kochetkov,G","1-0",2566,2277
"Titled Tue 17th Jun Late",2025-06-17,"Demaria,J","Mecit,E","1-0",2215,2007
"Titled Tue 17th Jun Late",2025-06-17,"Sethuraman,Roshan","Fiorito,Joaquin","1/2-1/2",2074,2419
"Titled Tue 17th Jun Late",2025-06-17,"Yazici,Ugur Doga","Reprintsev,A","1-0",2161,2256
"Titled Tue 17th Jun Late",2025-06-17,"Palczert,Matyas","Tang,Austin","1-0",2396,1979
"Titled Tue 17th Jun Late",2025-06-17,"Rogov,Matfey","Suvradeepta,D","1-0",2348,2230
"Titled Tue 17th Jun Late",2025-06-17,"Li Xueyi","Rosenbecker,Daniel","0-1",2220,2109
"Titled Tue 17th Jun Late",2025-06-17,"Yang,Daniel","Vaganian,R","0-1",2198,2449
"Titled Tue 17th Jun Late",2025-06-17,"Mansurova,Mumtozbegim","Hernandez Bermudez,Ulises Eduardo","0-1",1800,2042
"Titled Tue 17th Jun Late",2025-06-17,"Kramnik,V","Kobo,Ori","1-0",2753,2493
"Titled Tue 17th Jun Late",2025-06-17,"Brancaleoni,M","Sobek,J","1-0",2185,2195
"Titled Tue 17th Jun Late",2025-06-17,"Rustamov,Rustam","Thomforde-Toates,Noah","1-0",2334,2128
"Titled Tue 17th Jun Late",2025-06-17,"Carrasco Miranda,A","Pozzari,Simone","1-0",2211,2171
"Titled Tue 17th Jun Late",2025-06-17,"Noroozi,O","Atoyan,Alberto","1-0",2266,2266
"Titled Tue 17th Jun Late",2025-06-17,"Rees,I","Mayaud,R","1-0",2280,2126
"Titled Tue 17th Jun Late",2025-06-17,"Sindarov,Islombek","Borisov,Yuri","1-0",2129,2285
"Titled Tue 17th Jun Late",2025-06-17,"Gkavardinas,Antonios","Romanchuk,V","1-0",2278,2266
"Titled Tue 17th Jun Late",2025-06-17,"Gubajdullin,A","Gerbelli Neto,E","0-1",2233,2114
"Titled Tue 17th Jun Late",2025-06-17,"Stribuk,Artiom","Tekeyev,Z","1-0",2460,2407
"Titled Tue 17th Jun Late",2025-06-17,"Buchenau,F","Garzon Zapatanga,Christopher Leonel","1-0",2205,2155
"Titled Tue 17th Jun Late",2025-06-17,"Dubnevych,Maksym","Deac,Bogdan-Daniel","0-1",2296,2674
"Titled Tue 17th Jun Late",2025-06-17,"Mizzi,Jack","Shuvalova,Polina","1-0",2107,2480
"Titled Tue 17th Jun Late",2025-06-17,"Kosakowski,Jakub","Avramidou,Anastasia","1-0",2548,2294
"Titled Tue 17th Jun Late",2025-06-17,"Zlatin,Alexander","Mayans Calvo,M","1-0",2313,2101
"Titled Tue 17th Jun Late",2025-06-17,"Sarkar,J","Sroczynski,M","1-0",2284,2236
"Titled Tue 17th Jun Late",2025-06-17,"Firouzja,Alireza","Muradli,Mahammad","1-0",2766,2609
"Titled Tue 17th Jun Late",2025-06-17,"Terkiewicz,Bruno","Fikiet,Alex","0-1",2183,2151
"Titled Tue 17th Jun Late",2025-06-17,"Rasch,H","Fadi,M","0-1",2246,2298
"Titled Tue 17th Jun Late",2025-06-17,"Gimeno Martos,R","Bogaudinov,R","0-1",2090,1912
"Titled Tue 17th Jun Late",2025-06-17,"Deng,Henry","Aliyev,E","1-0",2327,2123
"Titled Tue 17th Jun Late",2025-06-17,"Graif,William","Bardyk,Artem","0-1",2211,2260
"Titled Tue 17th Jun Late",2025-06-17,"Volodin,Alexandr E.","Bacus,Dharim","0-1",2344,2131
"Titled Tue 17th Jun Late",2025-06-17,"Lazaro Azcutia,Miguel","Papacek,S","1-0",2275,2225
"Titled Tue 17th Jun Late",2025-06-17,"Tao,Sihan","Linares Orellana,Hector Jose","1/2-1/2",2202,2111
"Titled Tue 17th Jun Late",2025-06-17,"Gumularz,Szymon","Drygalov,Sergey","0-1",2605,2560
"Titled Tue 17th Jun Late",2025-06-17,"Martinez Ramirez,L","Galchenko,Matvey","0-1",2442,2435
"Titled Tue 17th Jun Late",2025-06-17,"Krawczyk,Flawian","Bryakin,M","1/2-1/2",2247,2462
"Titled Tue 17th Jun Late",2025-06-17,"Silva Lucena,Cristian","Holinka,Henning","0-1",2243,2303
"Titled Tue 17th Jun Late",2025-06-17,"Todorovic,Boj","Harish,Neeraj","1-0",2111,2192
"Titled Tue 17th Jun Late",2025-06-17,"Xiong,Jeffery","Moussard,J","0-1",2639,2597
"Titled Tue 17th Jun Late",2025-06-17,"Norman,Kseniya","Rozman,Levy","0-1",2069,2324
"Titled Tue 17th Jun Late",2025-06-17,"Ferraz,Michel Liah","Reinecke,Katharina","1-0",2007,1921
"Titled Tue 17th Jun Late",2025-06-17,"Baturin-Vinogradov,Miroslav","Daspres,L","1-0",2046,2207
"Titled Tue 17th Jun Late",2025-06-17,"Kjaergaard Jensen,J","Makaraci,Tunahan","0-1",2081,2233
"Titled Tue 17th Jun Late",2025-06-17,"Marchesich,Giovanni","Hansen,Eric","0-1",2189,2609
"Titled Tue 17th Jun Late",2025-06-17,"Haddouche,M","Mesquita,Eduardo Barbosa","1-0",2490,2014
"Titled Tue 17th Jun Late",2025-06-17,"Playa,M","Zhukovskyi,Oleksandr","0-1",2376,2145
"Titled Tue 17th Jun Late",2025-06-17,"Amirkul,Alimzhan","Mekhitarian,K","0-1",2357,2564
"Titled Tue 17th Jun Late",2025-06-17,"Sliwicka,Alicja","Fathy,E","1-0",2299,2300
"Titled Tue 17th Jun Late",2025-06-17,"Uzuner,TC","Jagirapu,Harshin Reddy","0-1",1909,2042
"Titled Tue 17th Jun Late",2025-06-17,"Shukhman,Anna","Zou,Chen","1-0",2413,2443
"Titled Tue 17th Jun Late",2025-06-17,"Ristic,Neb1","Jing,Andrew","0-1",2248,2292
"Titled Tue 17th Jun Late",2025-06-17,"Unver,C","Romany,Joy","1-0",2012,1960
"Titled Tue 17th Jun Late",2025-06-17,"Salem,AR","Sadykov,Ra","1-0",2627,2264
"Titled Tue 17th Jun Late",2025-06-17,"Uyanga,Byambaa","Molinaroli,M","1-0",2006,2157
"Titled Tue 17th Jun Late",2025-06-17,"Holt,C","Lysyj,I","0-1",2540,2582
