"","Date","AwayTeam","AQ1","AQ2","AQ3","AQ4","AF","HomeTeam","HQ1","HQ2","HQ3","HQ4","HF","Diff","Year","Post_Season"
"7732",403,"Charlotte",22,25,32,35,114,"Chicago",19,34,33,34,120,6,2018,0
"7733",403,"Portland",22,27,29,31,109,"Dallas",22,28,32,33,115,6,2018,0
"7734",403,"Indiana",26,20,27,31,104,"Denver",27,22,28,30,107,3,2018,0
"7735",403,"LALakers",31,29,29,21,110,"Utah",24,41,30,22,117,7,2018,0
"7736",403,"Sacramento",22,18,29,25,94,"Phoenix",22,24,27,24,97,3,2018,0
"7737",403,"SanAntonio",31,25,27,27,110,"LAClippers",17,32,23,41,113,3,2018,0
"7738",404,"Boston",20,13,20,25,78,"Toronto",14,29,24,29,96,18,2018,0
"7739",404,"Philadelphia",36,29,23,27,115,"Detroit",28,21,22,37,108,-7,2018,0
"7740",404,"Dallas",22,29,23,26,100,"Orlando",33,23,21,28,105,5,2018,0
"7741",404,"Miami",23,30,31,31,115,"Atlanta",29,18,21,18,86,-29,2018,0
"7742",404,"Memphis",23,30,20,22,95,"NewOrleans",32,33,32,26,123,28,2018,0
"7743",404,"SanAntonio",30,31,26,21,112,"LALakers",29,29,23,27,122,10,2018,0
"7744",405,"GoldenState",26,25,26,29,106,"Indiana",27,35,35,29,126,20,2018,0
"7745",405,"Portland",17,27,27,23,94,"Houston",36,30,18,12,96,2,2018,0
"7746",405,"Washington",26,28,36,25,115,"Cleveland",39,20,23,37,119,4,2018,0
"7747",405,"Brooklyn",30,22,31,36,119,"Milwaukee",24,21,36,30,111,-8,2018,0
"7748",405,"LAClippers",26,23,18,28,95,"Utah",36,29,29,23,117,22,2018,0
"7749",405,"Minnesota",24,30,18,24,96,"Denver",27,24,28,21,100,4,2018,0
"7750",406,"Charlotte",43,29,31,34,137,"Orlando",25,24,26,25,100,-37,2018,0
"7751",406,"Dallas",24,30,21,26,106,"Detroit",22,31,25,23,113,7,2018,0
"7752",406,"Atlanta",21,31,29,22,103,"Washington",22,26,29,20,97,-6,2018,0
"7753",406,"Cleveland",28,27,43,32,130,"Philadelphia",41,37,27,27,132,2,2018,0
"7754",406,"Chicago",30,28,18,28,104,"Boston",30,25,24,32,111,7,2018,0
"7755",406,"Indiana",14,19,16,24,73,"Toronto",26,19,27,20,92,19,2018,0
"7756",406,"Miami",23,27,28,20,98,"NewYork",34,29,33,26,122,24,2018,0
"7757",406,"Sacramento",25,19,24,26,94,"Memphis",22,26,15,30,93,-1,2018,0
"7758",406,"NewOrleans",39,24,23,36,122,"Phoenix",21,25,24,33,103,-19,2018,0
"7759",406,"Minnesota",30,21,29,33,113,"LALakers",26,32,15,23,96,-17,2018,0
"7760",407,"Denver",33,33,35,33,134,"LAClippers",26,32,31,26,115,-19,2018,0
"7761",407,"Milwaukee",31,22,27,35,115,"NewYork",28,27,22,25,102,-13,2018,0
"7762",407,"Brooklyn",28,35,33,28,124,"Chicago",23,28,26,19,96,-28,2018,0
"7763",407,"NewOrleans",40,27,21,38,126,"GoldenState",32,33,27,28,120,-6,2018,0
"7764",407,"OklahomaCity",36,25,19,28,108,"Houston",30,32,21,19,102,-6,2018,0
"7765",407,"Portland",33,23,21,28,105,"SanAntonio",32,22,27,35,116,11,2018,0
"7766",408,"Dallas",20,28,28,21,97,"Philadelphia",28,33,24,24,109,12,2018,0
"7767",408,"Indiana",31,39,25,28,123,"Charlotte",25,32,24,36,117,-6,2018,0
"7768",408,"Atlanta",24,25,27,36,112,"Boston",31,27,24,24,106,-6,2018,0
"7769",408,"Detroit",22,34,28,33,117,"Memphis",30,32,34,34,130,13,2018,0
"7770",408,"Orlando",24,26,24,27,101,"Toronto",35,26,28,23,112,11,2018,0
"7771",408,"Utah",30,20,32,30,112,"LALakers",21,23,23,30,97,-15,2018,0
"7772",408,"GoldenState",33,31,27,26,117,"Phoenix",29,21,22,28,100,-17,2018,0
"7773",409,"Toronto",32,25,28,23,108,"Detroit",32,28,20,18,98,-10,2018,0
"7774",409,"Cleveland",26,35,29,33,123,"NewYork",25,24,28,32,109,-14,2018,0
"7775",409,"Chicago",26,29,28,22,105,"Brooklyn",29,33,24,28,114,9,2018,0
"7776",409,"OklahomaCity",21,28,27,39,115,"Miami",27,25,29,12,93,-22,2018,0
"7777",409,"Memphis",26,27,22,19,94,"Minnesota",20,36,27,30,113,19,2018,0
"7778",409,"Orlando",21,21,25,19,86,"Milwaukee",31,14,29,28,102,16,2018,0
"7779",409,"Sacramento",25,25,16,19,85,"SanAntonio",17,26,17,38,98,13,2018,0
"7780",409,"Portland",23,26,20,13,82,"Denver",28,14,24,22,88,6,2018,0
"7781",409,"NewOrleans",31,28,34,20,113,"LAClippers",23,26,22,29,100,-13,2018,0
"7782",410,"Charlotte",37,26,24,32,119,"Indiana",25,30,16,22,93,-26,2018,0
"7783",410,"Philadelphia",27,34,28,32,121,"Atlanta",32,23,24,34,113,-8,2018,0
"7784",410,"Boston",30,24,18,29,101,"Washington",22,30,27,34,113,12,2018,0
"7785",410,"Phoenix",29,15,39,41,124,"Dallas",26,28,22,21,97,-27,2018,0
"7786",410,"GoldenState",16,17,23,23,79,"Utah",33,29,31,26,119,40,2018,0
"7787",410,"Houston",23,33,26,23,105,"LALakers",16,32,27,24,99,-6,2018,0
"7788",411,"Toronto",29,24,25,27,109,"Miami",27,20,24,34,116,7,2018,0
"7789",411,"NewYork",20,37,27,26,110,"Cleveland",20,17,34,27,98,-12,2018,0
"7790",411,"Milwaukee",18,26,31,20,95,"Philadelphia",46,34,25,25,130,35,2018,0
"7791",411,"Denver",26,28,27,20,106,"Minnesota",29,33,24,15,112,6,2018,0
"7792",411,"Memphis",28,29,39,27,123,"OklahomaCity",38,39,28,32,137,14,2018,0
"7793",411,"SanAntonio",26,17,29,26,98,"NewOrleans",27,34,29,32,122,24,2018,0
"7794",411,"Washington",23,22,30,17,92,"Orlando",26,29,21,25,101,9,2018,0
"7795",411,"Brooklyn",22,21,27,27,97,"Boston",27,26,30,27,110,13,2018,0
"7796",411,"Detroit",35,31,28,25,119,"Chicago",21,29,24,13,87,-32,2018,0
"7797",411,"Utah",21,20,18,34,93,"Portland",28,27,25,22,102,9,2018,0
"7798",411,"Houston",22,22,19,20,83,"Sacramento",28,24,27,17,96,13,2018,0
"7799",411,"LALakers",39,25,28,23,115,"LAClippers",32,21,21,26,100,-15,2018,0
"7800",414,"SanAntonio",17,24,22,29,92,"GoldenState",28,29,29,27,113,21,2018,1
"7801",414,"Washington",23,36,26,21,106,"Toronto",28,27,31,28,114,8,2018,1
"7802",414,"Miami",35,25,18,25,103,"Philadelphia",29,27,34,40,130,27,2018,1
"7803",414,"NewOrleans",21,24,30,22,97,"Portland",18,18,27,32,95,-2,2018,1
"7804",415,"Milwaukee",17,30,19,33,107,"Boston",29,15,26,29,113,6,2018,1
"7805",415,"Indiana",33,22,18,25,98,"Cleveland",14,24,27,15,80,-18,2018,1
"7806",415,"Utah",25,23,24,36,108,"OklahomaCity",25,29,27,35,116,8,2018,1
"7807",415,"Minnesota",21,26,25,29,101,"Houston",27,27,22,28,104,3,2018,1
"7808",416,"Miami",22,34,30,27,113,"Philadelphia",29,13,33,28,103,-10,2018,1
"7809",416,"SanAntonio",25,28,22,26,101,"GoldenState",23,24,33,36,116,15,2018,1
"7810",417,"Washington",27,31,32,29,119,"Toronto",44,32,24,30,130,11,2018,1
"7811",417,"Milwaukee",22,29,24,31,106,"Boston",33,27,30,30,120,14,2018,1
"7812",417,"NewOrleans",25,29,33,24,111,"Portland",23,36,19,24,102,-9,2018,1
"7813",418,"Indiana",18,28,21,30,97,"Cleveland",33,25,16,26,100,3,2018,1
"7814",418,"Utah",26,27,21,28,102,"OklahomaCity",25,21,33,16,95,-7,2018,1
"7815",418,"Minnesota",23,17,18,24,82,"Houston",18,37,25,22,102,20,2018,1
"7816",419,"Philadelphia",37,26,33,32,128,"Miami",33,31,30,14,108,-20,2018,1
"7817",419,"Portland",20,25,25,32,102,"NewOrleans",36,28,27,28,119,17,2018,1
"7818",419,"GoldenState",26,26,32,26,110,"SanAntonio",23,23,26,25,97,-13,2018,1
"7819",420,"Cleveland",31,26,12,21,90,"Indiana",20,20,23,29,92,2,2018,1
"7820",420,"Toronto",29,32,21,21,103,"Washington",30,39,32,21,122,19,2018,1
"7821",420,"Boston",12,23,32,25,92,"Milwaukee",27,31,27,31,116,24,2018,1
"7822",421,"Philadelphia",26,30,23,27,106,"Miami",26,35,22,19,102,-4,2018,1
"7823",421,"Portland",25,31,31,36,123,"NewOrleans",26,32,42,31,131,8,2018,1
"7824",421,"Houston",28,23,24,30,105,"Minnesota",27,25,35,34,121,16,2018,1
"7825",421,"OklahomaCity",30,23,22,27,102,"Utah",22,36,31,26,115,13,2018,1
"7826",422,"Boston",17,18,32,35,102,"Milwaukee",24,27,24,29,104,2,2018,1
"7827",422,"GoldenState",22,20,29,19,90,"SanAntonio",30,26,21,26,103,13,2018,1
"7828",422,"Toronto",30,21,29,18,98,"Washington",22,18,40,26,106,8,2018,1
"7829",422,"Cleveland",30,30,20,24,104,"Indiana",24,26,28,22,100,-4,2018,1
"7830",423,"Houston",21,29,50,19,119,"Minnesota",21,28,20,31,100,-19,2018,1
"7831",423,"OklahomaCity",30,22,21,23,96,"Utah",24,34,32,23,113,17,2018,1
"7832",424,"Milwaukee",15,22,24,26,87,"Boston",23,25,24,20,92,5,2018,1
"7833",424,"Miami",21,25,20,25,91,"Philadelphia",23,23,34,24,104,13,2018,1
"7834",424,"SanAntonio",20,18,27,26,91,"GoldenState",22,27,30,20,99,8,2018,1
"7835",425,"Washington",24,23,31,20,98,"Toronto",23,25,31,29,108,10,2018,1
"7836",425,"Indiana",25,31,17,22,95,"Cleveland",23,26,32,17,98,3,2018,1
"7837",425,"Minnesota",26,33,15,30,104,"Houston",25,30,30,37,122,18,2018,1
"7838",425,"Utah",34,22,22,21,99,"OklahomaCity",29,12,37,29,107,8,2018,1
"7839",426,"Boston",24,15,26,21,86,"Milwaukee",22,26,26,23,97,11,2018,1
"7840",427,"Toronto",20,30,23,29,102,"Washington",30,23,25,14,92,-10,2018,1
"7841",427,"Cleveland",26,21,20,20,87,"Indiana",29,28,35,29,121,34,2018,1
"7842",427,"OklahomaCity",22,19,29,21,91,"Utah",18,23,37,18,96,5,2018,1
"7843",428,"NewOrleans",34,21,19,27,101,"GoldenState",35,41,27,20,123,22,2018,1
"7844",428,"Milwaukee",17,25,25,29,96,"Boston",30,20,31,31,112,16,2018,1
"7845",429,"Utah",21,18,29,28,96,"Houston",34,30,22,24,110,14,2018,1
"7846",429,"Indiana",19,24,31,27,101,"Cleveland",31,23,22,29,105,4,2018,1
"7847",430,"Philadelphia",22,23,30,26,101,"Boston",25,31,31,30,117,16,2018,1
"7848",501,"Cleveland",19,38,25,23,113,"Toronto",33,27,27,18,112,-1,2018,1
"7849",501,"NewOrleans",29,26,31,30,116,"GoldenState",27,31,30,33,121,5,2018,1
"7850",502,"Utah",36,28,22,30,116,"Houston",28,27,30,23,108,-8,2018,1
"7851",503,"Philadelphia",31,25,19,28,103,"Boston",22,29,28,29,108,5,2018,1
"7852",503,"Cleveland",26,35,37,30,128,"Toronto",29,34,24,23,110,-18,2018,1
"7853",504,"GoldenState",21,35,19,25,100,"NewOrleans",30,32,30,27,119,19,2018,1
"7854",504,"Houston",39,31,23,20,113,"Utah",22,18,25,27,92,-21,2018,1
"7855",505,"Boston",19,29,21,20,101,"Philadelphia",20,31,17,21,98,-3,2018,1
"7856",505,"Toronto",19,21,25,38,103,"Cleveland",24,31,24,26,105,2,2018,1
"7857",506,"GoldenState",37,24,33,24,118,"NewOrleans",22,32,19,19,92,-26,2018,1
"7858",506,"Houston",30,28,21,21,100,"Utah",23,25,17,22,87,-13,2018,1
"7859",507,"Boston",22,21,22,27,92,"Philadelphia",21,26,29,27,103,11,2018,1
"7860",507,"Toronto",26,21,25,21,93,"Cleveland",30,33,37,28,128,35,2018,1
"7861",508,"Utah",16,30,32,24,102,"Houston",21,33,21,37,112,10,2018,1
"7862",508,"NewOrleans",26,30,19,29,104,"GoldenState",32,27,36,18,113,9,2018,1
"7863",509,"Philadelphia",24,28,30,30,112,"Boston",25,36,22,31,114,2,2018,1
"7864",513,"Cleveland",18,17,29,19,83,"Boston",36,25,17,30,108,25,2018,1
"7865",514,"GoldenState",29,27,31,32,119,"Houston",30,26,24,26,106,-13,2018,1
"7866",515,"Cleveland",27,28,22,17,94,"Boston",23,25,36,23,107,13,2018,1
"7867",516,"GoldenState",21,29,29,26,105,"Houston",26,38,31,32,127,22,2018,1
"7868",519,"Boston",17,24,22,23,86,"Cleveland",32,29,26,29,116,30,2018,1
"7869",520,"Houston",22,21,24,18,85,"GoldenState",31,23,34,38,126,41,2018,1
"7870",521,"Boston",18,35,23,26,102,"Cleveland",34,34,21,22,111,9,2018,1
"7871",522,"Houston",19,34,17,25,95,"GoldenState",28,18,34,12,92,-3,2018,1
"7872",523,"Cleveland",19,23,18,23,83,"Boston",32,21,23,20,96,13,2018,1
"7873",524,"GoldenState",17,28,27,22,94,"Houston",23,22,26,27,98,4,2018,1
"7874",525,"Boston",25,18,30,26,99,"Cleveland",20,34,29,26,109,10,2018,1
"7875",526,"Houston",39,22,16,9,86,"GoldenState",22,29,33,31,115,29,2018,1
"7876",527,"Cleveland",18,21,20,28,87,"Boston",26,17,13,23,79,-8,2018,1
"7877",528,"GoldenState",19,24,33,25,101,"Houston",24,30,15,23,92,-9,2018,1
"7878",531,"Cleveland",30,26,22,29,114,"GoldenState",29,27,28,23,124,10,2018,1
"7879",603,"Cleveland",28,18,34,23,103,"GoldenState",32,27,31,32,122,19,2018,1
"7880",606,"GoldenState",28,24,31,27,110,"Cleveland",29,29,23,21,102,-8,2018,1
"7881",608,"GoldenState",34,27,25,22,108,"Cleveland",25,27,13,20,85,-23,2018,1
"7882",1016,"Philadelphia",21,21,24,21,87,"Boston",21,26,30,28,105,18,2019,0
"7883",1016,"OklahomaCity",23,24,32,21,100,"GoldenState",31,26,26,25,108,8,2019,0
"7884",1017,"Memphis",16,23,19,25,83,"Indiana",27,29,20,35,111,28,2019,0
"7885",1017,"Milwaukee",36,31,26,20,113,"Charlotte",23,31,29,29,112,-1,2019,0
"7886",1017,"Miami",31,20,27,23,101,"Orlando",25,29,25,25,104,3,2019,0
"7887",1017,"Brooklyn",29,22,25,24,100,"Detroit",24,27,32,20,103,3,2019,0
"7888",1017,"Atlanta",24,25,35,23,107,"NewYork",23,49,34,20,126,19,2019,0
"7889",1017,"Cleveland",25,22,28,29,104,"Toronto",28,32,30,26,116,12,2019,0
"7890",1017,"NewOrleans",35,36,30,30,131,"Houston",29,25,30,28,112,-19,2019,0
"7891",1017,"Minnesota",23,29,31,25,108,"SanAntonio",31,25,25,31,112,4,2019,0
"7892",1017,"Utah",30,38,25,30,123,"Sacramento",34,21,32,30,117,-6,2019,0
"7893",1017,"Dallas",24,22,27,27,100,"Phoenix",37,19,27,38,121,21,2019,0
"7894",1017,"Denver",29,30,15,33,107,"LAClippers",24,30,18,26,98,-9,2019,0
"7895",1018,"Chicago",41,17,18,32,108,"Philadelphia",38,27,37,25,127,19,2019,0
"7896",1018,"Miami",24,34,27,28,113,"Washington",25,34,30,23,112,-1,2019,0
"7897",1018,"LALakers",31,32,28,28,119,"Portland",34,31,28,35,128,9,2019,0
"7898",1019,"Charlotte",22,29,31,38,120,"Orlando",10,21,23,34,88,-32,2019,0
"7899",1019,"NewYork",24,26,26,29,105,"Brooklyn",33,24,17,33,107,2,2019,0
"7900",1019,"Sacramento",32,31,27,39,129,"NewOrleans",40,32,38,39,149,20,2019,0
"7901",1019,"Boston",25,28,26,22,101,"Toronto",18,31,33,31,113,12,2019,0
"7902",1019,"Cleveland",30,24,41,28,123,"Minnesota",32,39,33,27,131,8,2019,0
"7903",1019,"Atlanta",33,28,21,35,117,"Memphis",37,40,29,25,131,14,2019,0
"7904",1019,"Indiana",25,28,23,25,101,"Milwaukee",30,32,31,25,118,17,2019,0
"7905",1019,"GoldenState",32,37,28,27,124,"Utah",34,47,22,20,123,-1,2019,0
"7906",1019,"OklahomaCity",20,26,31,15,92,"LAClippers",27,21,23,37,108,16,2019,0
"7907",1020,"Toronto",24,33,33,27,117,"Washington",22,32,28,31,113,-4,2019,0
"7908",1020,"Brooklyn",29,29,27,27,112,"Indiana",33,34,28,37,132,20,2019,0
"7909",1020,"Orlando",32,20,34,29,115,"Philadelphia",30,33,26,27,116,1,2019,0
"7910",1020,"Boston",31,19,27,26,103,"NewYork",18,30,22,31,101,-2,2019,0
"7911",1020,"Charlotte",34,38,20,21,113,"Miami",29,23,30,30,112,-1,2019,0
"7912",1020,"Detroit",25,35,25,33,118,"Chicago",27,31,26,32,116,-2,2019,0
"7913",1020,"Minnesota",46,23,30,37,136,"Dallas",37,32,28,43,140,4,2019,0
"7914",1020,"Phoenix",16,33,30,12,91,"Denver",30,35,27,27,119,28,2019,0
"7915",1020,"SanAntonio",22,28,32,26,108,"Portland",22,37,38,24,121,13,2019,0
"7916",1020,"Houston",31,35,32,26,124,"LALakers",28,34,35,18,115,-9,2019,0
"7917",1021,"Atlanta",24,40,28,41,133,"Cleveland",34,26,26,25,111,-22,2019,0
"7918",1021,"Sacramento",34,34,29,34,131,"OklahomaCity",32,24,34,30,120,-11,2019,0
"7919",1021,"GoldenState",25,24,21,28,98,"Denver",17,30,33,20,100,2,2019,0
"7920",1021,"Houston",24,29,31,28,112,"LAClippers",29,25,39,22,115,3,2019,0
"7921",1022,"Charlotte",22,25,32,27,106,"Toronto",31,31,35,30,127,21,2019,0
"7922",1022,"Orlando",28,20,27,18,93,"Boston",19,26,25,20,90,-3,2019,0
"7923",1022,"Indiana",28,21,24,18,91,"Minnesota",25,25,22,29,101,10,2019,0
"7924",1022,"NewYork",29,23,35,26,113,"Milwaukee",33,38,17,36,124,11,2019,0
"7925",1022,"Chicago",28,33,23,25,109,"Dallas",31,28,29,27,115,6,2019,0
"7926",1022,"Memphis",19,28,23,22,92,"Utah",22,24,17,21,84,-8,2019,0
"7927",1022,"Washington",28,34,16,33,125,"Portland",32,30,15,34,124,-1,2019,0
"7928",1022,"SanAntonio",40,25,34,29,143,"LALakers",26,34,36,32,142,-1,2019,0
"7929",1022,"Phoenix",23,24,34,22,103,"GoldenState",32,38,36,17,123,20,2019,0
"7930",1023,"Philadelphia",28,36,30,26,132,"Detroit",27,34,26,33,133,1,2019,0
"7931",1023,"LAClippers",26,36,22,25,109,"NewOrleans",27,32,32,25,116,7,2019,0
"7932",1023,"Sacramento",26,29,26,31,112,"Denver",33,35,37,21,126,14,2019,0
"7933",1024,"Brooklyn",24,21,38,19,102,"Cleveland",17,28,17,24,86,-16,2019,0
"7934",1024,"Dallas",42,16,29,17,104,"Atlanta",22,26,32,31,111,7,2019,0
"7935",1024,"NewYork",27,18,20,22,87,"Miami",16,31,45,18,110,23,2019,0
"7936",1024,"Minnesota",19,29,26,31,105,"Toronto",26,31,26,29,112,7,2019,0
"7937",1024,"Charlotte",27,26,29,28,110,"Chicago",24,30,34,24,112,2,2019,0
"7938",1024,"Utah",24,28,23,25,100,"Houston",29,15,22,23,89,-11,2019,0
"7939",1024,"Indiana",28,34,26,28,116,"SanAntonio",22,28,21,25,96,-20,2019,0
"7940",1024,"Philadelphia",34,30,17,27,108,"Milwaukee",22,49,21,31,123,15,2019,0
"7941",1024,"LALakers",32,44,30,25,131,"Phoenix",30,24,32,27,113,-18,2019,0
"7942",1024,"Memphis",28,24,19,21,92,"Sacramento",19,25,27,26,97,5,2019,0
"7943",1024,"Washington",37,34,26,25,122,"GoldenState",46,34,35,29,144,22,2019,0
"7944",1025,"Cleveland",27,23,18,35,103,"Detroit",30,28,22,30,110,7,2019,0
"7945",1025,"Portland",33,25,33,37,128,"Orlando",22,26,36,30,114,-14,2019,0
"7946",1025,"Boston",16,18,40,27,101,"OklahomaCity",22,28,23,22,95,-6,2019,0
"7947",1025,"Denver",26,31,32,25,114,"LALakers",22,36,29,34,121,7,2019,0
"7948",1026,"Chicago",25,29,21,31,106,"Charlotte",23,45,34,33,135,29,2019,0
"7949",1026,"Dallas",26,34,29,18,107,"Toronto",39,30,23,24,116,9,2019,0
"7950",1026,"GoldenState",25,28,28,47,128,"NewYork",25,28,31,16,100,-28,2019,0
"7951",1026,"Brooklyn",30,36,25,24,115,"NewOrleans",32,25,31,29,117,2,2019,0
"7952",1026,"LAClippers",31,39,26,37,133,"Houston",30,31,22,30,113,-20,2019,0
"7953",1026,"Milwaukee",27,36,34,28,125,"Minnesota",16,22,29,28,95,-30,2019,0
"7954",1026,"Washington",27,34,24,27,112,"Sacramento",28,27,24,37,116,4,2019,0
"7955",1027,"Boston",30,33,21,25,109,"Detroit",21,20,26,22,89,-20,2019,0
"7956",1027,"Utah",28,36,38,30,132,"NewOrleans",31,18,33,29,111,-21,2019,0
"7957",1027,"Charlotte",28,34,23,18,103,"Philadelphia",32,31,20,22,105,2,2019,0
"7958",1027,"Chicago",22,19,26,30,97,"Atlanta",25,19,19,22,85,-12,2019,0
"7959",1027,"Indiana",30,30,28,31,119,"Cleveland",30,25,28,24,107,-12,2019,0
"7960",1027,"Portland",22,20,37,32,111,"Miami",33,24,32,31,120,9,2019,0
"7961",1027,"Phoenix",18,25,28,25,96,"Memphis",26,42,19,30,117,21,2019,0
"7962",1027,"LALakers",36,24,28,18,106,"SanAntonio",29,25,33,23,110,4,2019,0
"7963",1027,"Orlando",25,26,17,23,91,"Milwaukee",30,35,28,20,113,22,2019,0
"7964",1028,"GoldenState",32,31,30,27,120,"Brooklyn",29,20,28,37,114,-6,2019,0
"7965",1028,"Phoenix",20,28,28,34,110,"OklahomaCity",30,32,34,21,117,7,2019,0
"7966",1028,"Utah",26,24,32,31,113,"Dallas",19,27,31,27,104,-9,2019,0
"7967",1028,"Washington",20,34,23,27,104,"LAClippers",28,41,28,39,136,32,2019,0
"7968",1029,"Atlanta",25,22,13,32,92,"Philadelphia",20,27,31,35,113,21,2019,0
"7969",1029,"Portland",23,22,26,32,103,"Indiana",16,33,20,24,93,-10,2019,0
"7970",1029,"Sacramento",17,34,43,29,123,"Miami",28,23,32,30,113,-10,2019,0
"7971",1029,"Brooklyn",26,18,23,29,96,"NewYork",26,26,33,30,115,19,2019,0
"7972",1029,"Toronto",29,24,27,29,109,"Milwaukee",30,32,33,29,124,15,2019,0
"7973",1029,"GoldenState",44,48,33,24,149,"Chicago",28,22,39,35,124,-25,2019,0
"7974",1029,"LALakers",32,34,28,26,120,"Minnesota",36,28,29,31,124,4,2019,0
"7975",1029,"Dallas",18,27,29,28,108,"SanAntonio",20,33,23,26,113,5,2019,0
"7976",1029,"NewOrleans",24,21,31,35,111,"Denver",20,38,26,32,116,5,2019,0
"7977",1030,"Atlanta",31,26,30,27,114,"Cleveland",35,23,41,37,136,22,2019,0
"7978",1030,"Miami",29,26,18,40,113,"Charlotte",31,34,27,33,125,12,2019,0
"7979",1030,"Sacramento",26,33,26,22,107,"Orlando",31,25,16,27,99,-8,2019,0
"7980",1030,"Detroit",28,30,13,34,105,"Boston",31,25,25,27,108,3,2019,0
"7981",1030,"Philadelphia",26,27,33,26,112,"Toronto",35,32,38,24,129,17,2019,0
"7982",1030,"Portland",19,32,34,19,104,"Houston",15,21,26,23,85,-19,2019,0
"7983",1030,"LAClippers",33,34,10,33,110,"OklahomaCity",25,29,39,35,128,18,2019,0
"7984",1030,"Washington",24,21,27,23,95,"Memphis",22,24,32,29,107,12,2019,0
"7985",1031,"Detroit",22,38,23,27,119,"Brooklyn",28,26,23,33,120,1,2019,0
"7986",1031,"Denver",28,23,29,18,108,"Chicago",24,24,30,20,107,-1,2019,0
"7987",1031,"Indiana",28,22,27,30,107,"NewYork",25,27,29,20,101,-6,2019,0
"7988",1031,"Utah",25,31,40,29,125,"Minnesota",32,33,36,27,128,3,2019,0
"7989",1031,"NewOrleans",37,26,29,29,121,"GoldenState",43,27,37,24,131,10,2019,0
"7990",1031,"SanAntonio",28,32,34,26,120,"Phoenix",15,24,27,24,90,-30,2019,0
"7991",1031,"Dallas",21,38,22,32,113,"LALakers",38,28,28,20,114,1,2019,0
"7992",1101,"OklahomaCity",24,20,29,38,111,"Charlotte",22,26,29,30,107,-4,2019,0
"7993",1101,"LAClippers",30,27,29,27,113,"Philadelphia",34,38,18,32,122,9,2019,0
"7994",1101,"Denver",15,35,33,27,110,"Cleveland",27,15,24,25,91,-19,2019,0
"7995",1101,"Sacramento",35,34,46,31,146,"Atlanta",29,35,23,28,115,-31,2019,0
"7996",1101,"Milwaukee",16,37,25,35,113,"Boston",23,32,38,24,117,4,2019,0
"7997",1101,"NewOrleans",31,34,34,20,119,"Portland",35,35,32,30,132,13,2019,0
"7998",1102,"LAClippers",22,35,30,33,120,"Orlando",22,22,28,23,95,-25,2019,0
"7999",1102,"Houston",25,31,35,28,119,"Brooklyn",32,29,25,25,111,-8,2019,0
"8000",1102,"OklahomaCity",35,44,31,24,134,"Washington",30,20,35,26,111,-23,2019,0
"8001",1102,"Indiana",22,38,27,20,107,"Chicago",37,21,22,25,105,-2,2019,0
"8002",1102,"NewYork",33,23,33,29,118,"Dallas",27,32,18,29,106,-12,2019,0
"8003",1102,"Memphis",29,24,30,27,110,"Utah",31,29,18,22,100,-10,2019,0
"8004",1102,"Toronto",23,25,29,30,107,"Phoenix",26,26,19,27,98,-9,2019,0
"8005",1102,"Minnesota",32,26,29,12,99,"GoldenState",36,25,22,33,116,17,2019,0
"8006",1103,"Detroit",24,23,25,27,99,"Philadelphia",30,39,16,24,109,10,2019,0
"8007",1103,"Boston",28,17,27,29,101,"Indiana",18,27,27,30,102,1,2019,0
"8008",1103,"Cleveland",22,30,21,21,94,"Charlotte",30,29,34,33,126,32,2019,0
"8009",1103,"Miami",31,37,25,25,118,"Atlanta",41,33,28,21,123,5,2019,0
"8010",1103,"Houston",27,27,21,21,96,"Chicago",28,28,7,25,88,-8,2019,0
"8011",1103,"NewOrleans",17,22,29,27,95,"SanAntonio",24,34,29,22,109,14,2019,0
"8012",1103,"Utah",25,21,27,15,88,"Denver",25,22,21,35,103,15,2019,0
"8013",1103,"LALakers",28,28,32,26,114,"Portland",29,28,16,37,110,-4,2019,0
"8014",1104,"Sacramento",30,20,32,27,109,"Milwaukee",39,33,36,36,144,35,2019,0
"8015",1104,"Philadelphia",21,26,28,22,97,"Brooklyn",18,33,41,30,122,25,2019,0
"8016",1104,"NewYork",17,33,28,17,95,"Washington",24,34,23,27,108,13,2019,0
"8017",1104,"Orlando",36,27,28,26,117,"SanAntonio",26,28,20,36,110,-7,2019,0
"8018",1104,"Memphis",28,28,25,19,100,"Phoenix",21,31,25,25,102,2,2019,0
"8019",1104,"Minnesota",27,18,19,17,81,"Portland",30,31,31,19,111,30,2019,0
"8020",1104,"Toronto",42,29,30,20,121,"LALakers",17,32,31,27,107,-14,2019,0
"8021",1105,"Houston",29,24,16,29,98,"Indiana",22,33,20,19,94,-4,2019,0
"8022",1105,"Miami",28,25,34,18,120,"Detroit",27,26,27,25,115,-5,2019,0
"8023",1105,"Cleveland",21,26,32,21,100,"Orlando",30,28,12,32,102,2,2019,0
"8024",1105,"Chicago",24,23,31,24,116,"NewYork",21,26,25,30,115,-1,2019,0
"8025",1105,"NewOrleans",28,35,23,30,116,"OklahomaCity",36,26,38,22,122,6,2019,0
"8026",1105,"Boston",34,22,25,26,107,"Denver",19,35,34,27,115,8,2019,0
"8027",1105,"Toronto",30,35,29,30,124,"Utah",31,23,18,39,111,-13,2019,0
"8028",1105,"Memphis",31,27,15,28,101,"GoldenState",29,29,34,25,117,16,2019,0
