"","Date","AwayTeam","AQ1","AQ2","AQ3","AQ4","AF","HomeTeam","HQ1","HQ2","HQ3","HQ4","HF","Diff","Year","Post_Season"
"2393",328,"LALakers",24,19,34,30,107,"Minnesota",41,33,37,32,143,36,2014,0
"2394",328,"Portland",19,28,26,18,91,"Chicago",16,20,22,16,74,-17,2014,0
"2395",328,"Sacramento",15,23,13,30,81,"OklahomaCity",32,22,28,12,94,13,2014,0
"2396",328,"SanAntonio",31,31,35,36,133,"Denver",23,20,31,28,102,-31,2014,0
"2397",328,"NewYork",26,14,26,22,88,"Phoenix",34,28,26,24,112,24,2014,0
"2398",328,"Memphis",27,25,24,17,93,"GoldenState",30,23,26,21,100,7,2014,0
"2399",329,"Detroit",23,28,17,30,98,"Philadelphia",33,37,28,25,123,25,2014,0
"2400",329,"Atlanta",27,25,19,26,97,"Washington",28,22,25,26,101,4,2014,0
"2401",329,"LAClippers",23,38,27,30,118,"Houston",33,25,26,23,107,-11,2014,0
"2402",329,"Sacramento",19,23,28,30,100,"Dallas",26,28,18,31,103,3,2014,0
"2403",329,"NewOrleans",15,20,24,21,80,"SanAntonio",28,24,18,26,96,16,2014,0
"2404",329,"Miami",21,25,19,23,88,"Milwaukee",12,17,17,21,67,-21,2014,0
"2405",330,"Utah",9,31,37,19,96,"OklahomaCity",26,33,33,24,116,20,2014,0
"2406",330,"Indiana",20,16,22,18,76,"Cleveland",25,24,24,17,90,14,2014,0
"2407",330,"Toronto",27,30,16,25,98,"Orlando",22,16,26,29,93,-5,2014,0
"2408",330,"Minnesota",27,27,28,17,99,"Brooklyn",30,29,26,29,114,15,2014,0
"2409",330,"Chicago",25,26,27,29,107,"Boston",26,24,27,25,102,-5,2014,0
"2410",330,"Memphis",23,22,25,28,98,"Portland",25,32,29,19,105,7,2014,0
"2411",330,"NewYork",22,34,18,15,89,"GoldenState",32,12,22,18,84,-5,2014,0
"2412",330,"Phoenix",15,28,31,25,99,"LALakers",26,35,28,26,115,16,2014,0
"2413",331,"Washington",20,40,20,14,94,"Charlotte",25,19,26,30,100,6,2014,0
"2414",331,"SanAntonio",25,23,21,34,103,"Indiana",15,20,24,18,77,-26,2014,0
"2415",331,"Toronto",23,28,14,18,83,"Miami",24,30,20,19,93,10,2014,0
"2416",331,"Milwaukee",30,31,21,29,111,"Detroit",34,18,29,35,116,5,2014,0
"2417",331,"Philadelphia",31,22,20,22,95,"Atlanta",18,25,32,28,103,8,2014,0
"2418",331,"Boston",24,26,20,10,80,"Chicago",25,23,23,23,94,14,2014,0
"2419",331,"Sacramento",29,24,27,22,102,"NewOrleans",22,33,21,21,97,-5,2014,0
"2420",331,"LAClippers",26,28,34,26,114,"Minnesota",22,29,15,38,104,-10,2014,0
"2421",331,"NewYork",21,27,31,13,92,"Utah",27,22,20,14,83,-9,2014,0
"2422",331,"Memphis",25,22,28,19,94,"Denver",16,29,23,24,92,-2,2014,0
"2423",401,"Houston",24,27,28,17,96,"Brooklyn",29,25,29,22,105,9,2014,0
"2424",401,"GoldenState",30,23,32,23,122,"Dallas",21,41,19,27,120,-2,2014,0
"2425",401,"Portland",29,34,28,33,124,"LALakers",27,34,22,29,112,-12,2014,0
"2426",402,"Boston",21,25,16,30,92,"Washington",29,28,32,29,118,26,2014,0
"2427",402,"Brooklyn",20,18,23,20,81,"NewYork",29,34,19,28,110,29,2014,0
"2428",402,"Detroit",27,19,28,20,94,"Indiana",28,22,23,28,101,7,2014,0
"2429",402,"Houston",25,25,30,23,103,"Toronto",23,32,35,17,107,4,2014,0
"2430",402,"Cleveland",35,35,24,25,119,"Orlando",27,20,21,30,98,-21,2014,0
"2431",402,"Charlotte",31,32,25,35,123,"Philadelphia",19,19,25,30,93,-30,2014,0
"2432",402,"Chicago",31,26,21,27,105,"Atlanta",31,18,23,20,92,-13,2014,0
"2433",402,"Milwaukee",19,19,19,20,77,"Miami",33,23,21,19,96,19,2014,0
"2434",402,"Memphis",20,21,20,27,88,"Minnesota",20,28,29,25,102,14,2014,0
"2435",402,"GoldenState",18,24,25,23,90,"SanAntonio",31,26,30,24,111,21,2014,0
"2436",402,"NewOrleans",26,27,28,26,107,"Denver",40,31,34,32,137,30,2014,0
"2437",402,"LAClippers",30,30,18,34,112,"Phoenix",25,37,29,17,108,-4,2014,0
"2438",402,"LALakers",23,29,24,26,102,"Sacramento",24,36,27,20,107,5,2014,0
"2439",403,"SanAntonio",24,27,20,23,94,"OklahomaCity",22,26,32,26,106,12,2014,0
"2440",403,"Dallas",32,26,28,27,113,"LAClippers",26,30,25,26,107,-6,2014,0
"2441",404,"Indiana",28,18,29,19,94,"Toronto",27,27,21,27,102,8,2014,0
"2442",404,"Orlando",19,17,24,20,80,"Charlotte",20,33,19,19,91,11,2014,0
"2443",404,"Denver",18,29,18,27,92,"Memphis",24,19,26,31,100,8,2014,0
"2444",404,"Minnesota",24,28,25,20,122,"Miami",29,23,23,22,121,-1,2014,0
"2445",404,"Cleveland",23,26,24,25,98,"Atlanta",39,22,29,27,117,19,2014,0
"2446",404,"Philadelphia",23,26,27,35,111,"Boston",17,34,20,31,102,-9,2014,0
"2447",404,"Detroit",22,23,24,35,104,"Brooklyn",22,35,34,25,116,12,2014,0
"2448",404,"Washington",27,12,25,26,90,"NewYork",21,22,24,22,89,-1,2014,0
"2449",404,"Milwaukee",15,20,27,28,90,"Chicago",27,24,31,20,102,12,2014,0
"2450",404,"NewOrleans",23,22,20,31,96,"Utah",25,18,30,27,100,4,2014,0
"2451",404,"OklahomaCity",23,22,39,23,107,"Houston",27,23,32,29,111,4,2014,0
"2452",404,"Phoenix",28,23,28,30,109,"Portland",26,28,26,13,93,-16,2014,0
"2453",404,"Sacramento",14,13,23,19,69,"GoldenState",25,34,25,18,102,33,2014,0
"2454",404,"Dallas",27,25,30,25,107,"LALakers",23,31,24,17,95,-12,2014,0
"2455",405,"Minnesota",26,22,29,15,92,"Orlando",25,21,26,28,100,8,2014,0
"2456",405,"Chicago",28,24,24,20,96,"Washington",16,10,35,17,78,-18,2014,0
"2457",405,"Brooklyn",27,30,24,24,105,"Philadelphia",21,21,27,32,101,-4,2014,0
"2458",405,"Boston",32,33,30,16,111,"Detroit",29,26,30,30,115,4,2014,0
"2459",405,"Charlotte",17,23,22,20,96,"Cleveland",21,12,33,16,94,-2,2014,0
"2460",405,"Toronto",28,19,28,27,102,"Milwaukee",22,34,20,22,98,-4,2014,0
"2461",406,"NewYork",26,24,14,27,91,"Miami",25,23,25,29,102,11,2014,0
"2462",406,"LALakers",22,27,23,25,97,"LAClippers",25,32,37,26,120,23,2014,0
"2463",406,"Atlanta",33,22,24,28,107,"Indiana",11,12,36,29,88,-19,2014,0
"2464",406,"Dallas",29,16,23,25,93,"Sacramento",24,24,17,26,91,-2,2014,0
"2465",406,"Denver",27,25,36,29,125,"Houston",22,47,19,29,130,5,2014,0
"2466",406,"Memphis",10,28,29,25,92,"SanAntonio",26,28,27,31,112,20,2014,0
"2467",406,"Utah",22,30,21,29,102,"GoldenState",35,31,35,29,130,28,2014,0
"2468",406,"NewOrleans",25,30,14,25,94,"Portland",25,23,29,23,100,6,2014,0
"2469",406,"OklahomaCity",25,28,38,24,115,"Phoenix",28,34,32,28,122,7,2014,0
"2470",408,"Brooklyn",26,18,18,26,88,"Miami",14,29,22,22,87,-1,2014,0
"2471",408,"SanAntonio",19,15,29,28,91,"Minnesota",27,27,31,25,110,19,2014,0
"2472",408,"Dallas",39,22,20,14,95,"Utah",25,21,19,18,83,-12,2014,0
"2473",408,"OklahomaCity",30,31,24,22,107,"Sacramento",27,22,28,15,92,-15,2014,0
"2474",408,"Houston",35,31,49,30,145,"LALakers",26,35,29,40,130,-15,2014,0
"2475",408,"Detroit",35,23,23,21,102,"Atlanta",27,25,26,17,95,-7,2014,0
"2476",409,"Brooklyn",22,21,35,33,111,"Orlando",20,35,28,32,115,4,2014,0
"2477",409,"Philadelphia",28,32,29,25,114,"Toronto",34,34,30,27,125,11,2014,0
"2478",409,"Detroit",18,19,33,30,100,"Cleveland",31,38,29,24,122,22,2014,0
"2479",409,"Charlotte",32,22,17,16,94,"Washington",18,23,25,21,88,-6,2014,0
"2480",409,"Boston",23,28,26,20,97,"Atlanta",32,24,14,35,105,8,2014,0
"2481",409,"Indiana",25,28,19,32,104,"Milwaukee",25,25,17,35,102,-2,2014,0
"2482",409,"Miami",32,26,22,22,102,"Memphis",31,23,26,27,107,5,2014,0
"2483",409,"Chicago",26,22,27,27,102,"Minnesota",25,28,17,17,87,-15,2014,0
"2484",409,"Phoenix",23,24,24,23,94,"NewOrleans",14,32,18,24,88,-6,2014,0
"2485",409,"Houston",18,40,30,28,116,"Denver",30,38,37,18,123,7,2014,0
"2486",409,"Sacramento",20,26,25,28,99,"Portland",27,29,23,21,100,1,2014,0
"2487",409,"OklahomaCity",29,30,26,22,107,"LAClippers",22,32,19,28,101,-6,2014,0
"2488",410,"SanAntonio",30,19,34,26,109,"Dallas",22,29,21,28,100,-9,2014,0
"2489",410,"Denver",15,28,30,27,100,"GoldenState",28,25,22,24,99,-1,2014,0
"2490",411,"Washington",17,28,22,29,96,"Orlando",29,22,19,16,86,-10,2014,0
"2491",411,"NewYork",24,21,33,30,108,"Toronto",26,21,30,23,100,-8,2014,0
"2492",411,"Indiana",25,17,20,24,86,"Miami",23,22,31,22,98,12,2014,0
"2493",411,"Atlanta",16,39,19,19,93,"Brooklyn",23,24,26,15,88,-5,2014,0
"2494",411,"Charlotte",29,26,20,28,103,"Boston",28,29,27,22,106,3,2014,0
"2495",411,"NewOrleans",23,24,15,32,94,"OklahomaCity",30,30,27,29,116,22,2014,0
"2496",411,"Houston",32,31,21,26,110,"Minnesota",37,22,23,30,112,2,2014,0
"2497",411,"Detroit",28,28,24,18,98,"Chicago",17,21,32,36,106,8,2014,0
"2498",411,"Philadelphia",24,23,17,31,95,"Memphis",30,27,30,30,117,22,2014,0
"2499",411,"Cleveland",32,37,18,29,116,"Milwaukee",37,25,30,27,119,3,2014,0
"2500",411,"Phoenix",37,25,19,23,104,"SanAntonio",24,25,37,26,112,8,2014,0
"2501",411,"Portland",23,30,23,35,111,"Utah",31,20,25,23,99,-12,2014,0
"2502",411,"GoldenState",26,32,25,29,112,"LALakers",26,17,26,26,95,-17,2014,0
"2503",412,"Sacramento",26,21,32,22,101,"LAClippers",27,29,29,32,117,16,2014,0
"2504",412,"Milwaukee",26,26,22,17,91,"Washington",27,28,32,17,104,13,2014,0
"2505",412,"Philadelphia",24,35,19,27,105,"Charlotte",26,30,31,24,111,6,2014,0
"2506",412,"Boston",28,32,29,22,111,"Cleveland",18,24,16,41,99,-12,2014,0
"2507",412,"Miami",23,26,13,23,85,"Atlanta",28,21,20,29,98,13,2014,0
"2508",412,"NewOrleans",20,39,23,22,104,"Houston",22,24,26,39,111,7,2014,0
"2509",412,"Phoenix",26,31,21,20,98,"Dallas",27,19,29,26,101,3,2014,0
"2510",412,"Utah",23,21,21,29,94,"Denver",18,16,30,37,101,7,2014,0
"2511",413,"Chicago",22,17,25,25,89,"NewYork",19,26,32,23,100,11,2014,0
"2512",413,"Toronto",42,21,24,29,116,"Detroit",26,23,37,21,107,-9,2014,0
"2513",413,"Orlando",28,21,21,18,88,"Brooklyn",25,21,33,18,97,9,2014,0
"2514",413,"OklahomaCity",21,24,21,31,97,"Indiana",22,25,27,28,102,5,2014,0
"2515",413,"GoldenState",19,33,23,30,117,"Portland",23,21,32,29,119,2,2014,0
"2516",413,"Minnesota",28,24,24,27,103,"Sacramento",30,17,28,31,106,3,2014,0
"2517",413,"Memphis",23,30,34,15,102,"LALakers",27,25,17,21,90,-12,2014,0
"2518",414,"Boston",33,17,34,24,108,"Philadelphia",33,34,19,27,113,5,2014,0
"2519",414,"Miami",26,22,17,28,93,"Washington",27,43,28,16,114,21,2014,0
"2520",414,"Milwaukee",19,27,23,31,100,"Toronto",32,27,25,26,110,10,2014,0
"2521",414,"Charlotte",26,18,21,30,95,"Atlanta",24,26,30,13,93,-2,2014,0
"2522",414,"OklahomaCity",21,25,23,20,89,"NewOrleans",23,22,25,31,101,12,2014,0
"2523",414,"SanAntonio",21,22,25,30,98,"Houston",30,20,26,28,104,6,2014,0
"2524",414,"Orlando",21,23,26,25,95,"Chicago",26,31,24,27,108,13,2014,0
"2525",414,"LALakers",23,34,29,33,119,"Utah",30,21,35,18,104,-15,2014,0
"2526",414,"Memphis",24,22,21,30,97,"Phoenix",14,28,25,24,91,-6,2014,0
"2527",414,"Minnesota",42,22,28,28,120,"GoldenState",28,34,35,33,130,10,2014,0
"2528",415,"NewYork",29,26,28,26,109,"Brooklyn",18,25,24,31,98,-11,2014,0
"2529",415,"Denver",26,20,34,25,105,"LAClippers",38,25,25,29,117,12,2014,0
"2530",416,"Dallas",24,29,20,20,105,"Memphis",29,22,24,18,106,1,2014,0
"2531",416,"Atlanta",29,29,24,29,111,"Milwaukee",39,24,20,20,103,-8,2014,0
"2532",416,"Utah",31,20,29,27,136,"Minnesota",17,31,22,37,130,-6,2014,0
"2533",416,"Houston",30,20,28,22,100,"NewOrleans",28,25,27,25,105,5,2014,0
"2534",416,"Detroit",30,25,32,24,111,"OklahomaCity",28,26,25,33,112,1,2014,0
"2535",416,"LALakers",33,18,35,27,113,"SanAntonio",23,28,24,25,100,-13,2014,0
"2536",416,"Washington",38,30,23,27,118,"Boston",24,32,19,27,102,-16,2014,0
"2537",416,"Brooklyn",21,28,15,21,85,"Cleveland",33,18,30,33,114,29,2014,0
"2538",416,"Philadelphia",29,26,29,16,100,"Miami",27,24,15,21,87,-13,2014,0
"2539",416,"Indiana",25,21,29,26,101,"Orlando",20,20,22,24,86,-15,2014,0
"2540",416,"Chicago",21,18,21,20,86,"Charlotte",16,27,16,21,91,5,2014,0
"2541",416,"Toronto",28,29,17,18,92,"NewYork",21,23,30,21,95,3,2014,0
"2542",416,"Phoenix",21,26,24,33,104,"Sacramento",24,23,27,25,99,-5,2014,0
"2543",416,"GoldenState",36,30,22,28,116,"Denver",27,25,28,32,112,-4,2014,0
"2544",416,"LAClippers",29,23,33,19,104,"Portland",37,31,14,28,110,6,2014,0
"2545",419,"Brooklyn",29,21,17,27,94,"Toronto",21,25,16,25,87,-7,2014,1
"2546",419,"Memphis",16,18,31,21,86,"OklahomaCity",29,27,13,31,100,14,2014,1
"2547",419,"Atlanta",28,22,30,21,101,"Indiana",22,28,16,27,93,-8,2014,1
"2548",419,"GoldenState",24,28,35,22,109,"LAClippers",29,23,27,26,105,-4,2014,1
"2549",420,"Dallas",12,32,21,20,85,"SanAntonio",21,22,22,25,90,5,2014,1
"2550",420,"Charlotte",23,19,23,23,88,"Miami",19,30,23,27,99,11,2014,1
"2551",420,"Washington",24,24,24,30,102,"Chicago",22,32,21,18,93,-9,2014,1
"2552",420,"Portland",27,21,25,33,122,"Houston",20,29,30,27,120,-2,2014,1
"2553",421,"Memphis",24,22,22,31,111,"OklahomaCity",16,27,22,34,105,-6,2014,1
"2554",421,"GoldenState",20,21,32,25,98,"LAClippers",31,36,38,33,138,40,2014,1
"2555",422,"Atlanta",26,26,13,20,85,"Indiana",21,27,31,22,101,16,2014,1
"2556",422,"Brooklyn",19,20,27,29,95,"Toronto",21,24,19,36,100,5,2014,1
"2557",422,"Washington",31,25,14,21,101,"Chicago",20,29,26,16,99,-2,2014,1
"2558",423,"Charlotte",19,28,25,25,97,"Miami",29,28,22,22,101,4,2014,1
"2559",423,"Dallas",24,32,32,25,113,"SanAntonio",23,28,24,17,92,-21,2014,1
"2560",423,"Portland",23,30,30,29,112,"Houston",31,22,24,28,105,-7,2014,1
"2561",424,"Indiana",24,14,20,27,85,"Atlanta",24,15,28,31,98,13,2014,1
"2562",424,"OklahomaCity",18,18,25,24,95,"Memphis",24,20,27,14,98,3,2014,1
"2563",424,"LAClippers",24,22,29,23,98,"GoldenState",21,22,21,32,96,-2,2014,1
"2564",425,"Toronto",23,22,21,32,98,"Brooklyn",19,30,28,25,102,4,2014,1
"2565",425,"Chicago",28,20,24,28,100,"Washington",30,21,18,28,97,-3,2014,1
"2566",425,"Houston",35,19,27,29,121,"Portland",24,31,23,32,116,-5,2014,1
"2567",426,"Indiana",29,13,24,25,91,"Atlanta",22,26,17,23,88,-3,2014,1
"2568",426,"SanAntonio",34,20,20,34,108,"Dallas",27,32,18,32,109,1,2014,1
"2569",426,"Miami",23,35,28,12,98,"Charlotte",27,19,19,20,85,-13,2014,1
"2570",426,"OklahomaCity",15,27,22,16,92,"Memphis",18,17,17,28,89,-3,2014,1
"2571",427,"Chicago",18,22,22,27,89,"Washington",28,27,27,16,98,9,2014,1
"2572",427,"LAClippers",24,24,23,26,97,"GoldenState",39,27,23,29,118,21,2014,1
"2573",427,"Toronto",35,16,16,20,87,"Brooklyn",22,22,23,12,79,-8,2014,1
"2574",427,"Houston",29,32,23,22,120,"Portland",23,28,28,27,123,3,2014,1
"2575",428,"Miami",26,26,32,25,109,"Charlotte",27,27,17,27,98,-11,2014,1
"2576",428,"Atlanta",20,41,26,20,107,"Indiana",21,19,27,30,97,-10,2014,1
"2577",428,"SanAntonio",18,32,23,20,93,"Dallas",23,13,29,24,89,-4,2014,1
"2578",429,"Washington",23,18,20,14,75,"Chicago",15,26,11,17,69,-6,2014,1
"2579",429,"Memphis",30,25,21,14,100,"OklahomaCity",25,18,27,20,99,-1,2014,1
"2580",429,"GoldenState",21,29,22,31,103,"LAClippers",31,24,22,36,113,10,2014,1
"2581",430,"Brooklyn",25,19,25,44,113,"Toronto",28,34,29,24,115,2,2014,1
"2582",430,"Dallas",26,23,22,32,103,"SanAntonio",27,31,21,30,109,6,2014,1
"2583",430,"Portland",27,21,29,21,98,"Houston",30,26,26,26,108,10,2014,1
"2584",501,"Indiana",20,24,20,31,95,"Atlanta",22,17,28,21,88,-7,2014,1
"2585",501,"OklahomaCity",25,31,26,22,104,"Memphis",17,24,20,23,84,-20,2014,1
"2586",501,"LAClippers",25,26,16,32,99,"GoldenState",25,23,22,30,100,1,2014,1
"2587",502,"Toronto",19,22,18,24,83,"Brooklyn",34,26,19,18,97,14,2014,1
"2588",502,"SanAntonio",26,26,29,30,111,"Dallas",34,24,18,37,113,2,2014,1
"2589",502,"Houston",29,29,21,19,98,"Portland",28,28,22,21,99,1,2014,1
"2590",503,"Atlanta",23,13,27,17,80,"Indiana",24,23,24,21,92,12,2014,1
"2591",503,"Memphis",36,22,23,28,109,"OklahomaCity",27,34,33,26,120,11,2014,1
"2592",503,"GoldenState",32,32,20,37,121,"LAClippers",22,34,31,39,126,5,2014,1
"2593",504,"Brooklyn",26,35,20,23,104,"Toronto",28,25,20,30,103,-1,2014,1
"2594",504,"Dallas",23,23,22,28,96,"SanAntonio",35,33,26,25,119,23,2014,1
"2595",505,"Washington",28,28,13,33,102,"Indiana",15,28,19,34,96,-6,2014,1
"2596",505,"LAClippers",39,30,35,18,122,"OklahomaCity",25,27,26,27,105,-17,2014,1
"2597",506,"Brooklyn",20,23,23,20,86,"Miami",22,24,33,28,107,21,2014,1
"2598",506,"Portland",16,23,26,27,92,"SanAntonio",29,36,25,26,116,24,2014,1
"2599",507,"Washington",23,22,19,18,82,"Indiana",23,20,25,18,86,4,2014,1
"2600",507,"LAClippers",28,28,21,24,101,"OklahomaCity",37,24,33,18,112,11,2014,1
"2601",508,"Brooklyn",21,25,21,15,82,"Miami",15,30,24,25,94,12,2014,1
"2602",508,"Portland",26,25,20,26,97,"SanAntonio",29,41,17,27,114,17,2014,1
"2603",509,"Indiana",17,17,26,25,85,"Washington",17,16,12,18,63,-22,2014,1
"2604",509,"OklahomaCity",29,32,25,32,118,"LAClippers",33,30,27,22,112,-6,2014,1
"2605",510,"Miami",30,19,14,27,90,"Brooklyn",29,22,26,27,104,14,2014,1
"2606",510,"SanAntonio",28,32,23,35,118,"Portland",18,22,29,34,103,-15,2014,1
"2607",511,"OklahomaCity",32,25,18,24,99,"LAClippers",15,31,17,38,101,2,2014,1
"2608",511,"Indiana",27,11,33,24,95,"Washington",26,29,17,20,92,-3,2014,1
"2609",512,"Miami",27,29,23,23,102,"Brooklyn",22,27,27,20,96,-6,2014,1
"2610",512,"SanAntonio",24,24,20,24,92,"Portland",29,21,35,18,103,11,2014,1
"2611",513,"Washington",25,20,31,26,102,"Indiana",19,19,14,27,79,-23,2014,1
"2612",513,"LAClippers",34,24,28,18,104,"OklahomaCity",25,27,28,25,105,1,2014,1
"2613",514,"Brooklyn",22,27,26,19,94,"Miami",23,19,24,30,96,2,2014,1
"2614",514,"Portland",19,25,19,19,82,"SanAntonio",19,32,26,27,104,22,2014,1
"2615",515,"Indiana",29,23,19,22,93,"Washington",23,17,23,17,80,-13,2014,1
"2616",515,"OklahomaCity",16,26,30,32,104,"LAClippers",30,20,22,26,98,-6,2014,1
"2617",518,"Miami",24,21,25,26,96,"Indiana",30,25,28,24,107,11,2014,1
"2618",519,"OklahomaCity",27,32,23,23,105,"SanAntonio",30,37,22,33,122,17,2014,1
"2619",520,"Miami",20,21,21,25,87,"Indiana",21,16,26,20,83,-4,2014,1
"2620",521,"OklahomaCity",26,18,18,15,77,"SanAntonio",24,34,33,21,112,35,2014,1
"2621",524,"Indiana",21,21,22,23,87,"Miami",14,24,33,28,99,12,2014,1
"2622",525,"SanAntonio",29,24,23,21,97,"OklahomaCity",28,29,26,23,106,9,2014,1
"2623",526,"Indiana",19,25,20,26,90,"Miami",27,22,31,22,102,12,2014,1
"2624",527,"SanAntonio",20,23,24,25,92,"OklahomaCity",26,32,25,22,105,13,2014,1
"2625",528,"Miami",16,26,15,33,90,"Indiana",22,11,31,29,93,3,2014,1
"2626",529,"OklahomaCity",32,23,19,15,89,"SanAntonio",32,33,29,23,117,28,2014,1
"2627",530,"Indiana",13,21,24,34,92,"Miami",24,36,31,26,117,25,2014,1
"2628",531,"SanAntonio",20,22,37,22,112,"OklahomaCity",23,26,20,32,107,-5,2014,1
"2629",605,"Miami",20,29,29,17,95,"SanAntonio",26,28,20,36,110,15,2014,1
"2630",608,"Miami",19,24,34,21,98,"SanAntonio",26,17,35,18,96,-2,2014,1
"2631",610,"SanAntonio",41,30,15,25,111,"Miami",25,25,25,17,92,-19,2014,1
"2632",612,"SanAntonio",26,29,26,26,107,"Miami",17,19,21,29,86,-21,2014,1
"2633",615,"Miami",29,11,18,29,87,"SanAntonio",22,25,30,27,104,17,2014,1
"2634",1028,"Dallas",24,29,20,27,100,"SanAntonio",26,19,31,25,101,1,2015,0
"2635",1028,"Orlando",25,16,23,20,84,"NewOrleans",24,24,30,23,101,17,2015,0
"2636",1028,"Houston",31,31,23,23,108,"LALakers",19,26,24,21,90,-18,2015,0
"2637",1029,"Milwaukee",24,33,26,17,106,"Charlotte",25,21,22,32,108,2,2015,0
"2638",1029,"Philadelphia",24,27,19,21,91,"Indiana",26,22,30,25,103,12,2015,0
"2639",1029,"Brooklyn",23,18,31,33,105,"Boston",32,35,34,20,121,16,2015,0
"2640",1029,"Atlanta",22,30,19,31,102,"Toronto",24,36,26,23,109,7,2015,0
"2641",1029,"Washington",28,24,18,25,95,"Miami",22,31,19,35,107,12,2015,0
"2642",1029,"Chicago",24,29,31,20,104,"NewYork",20,23,17,20,80,-24,2015,0
"2643",1029,"Minnesota",27,20,27,27,101,"Memphis",25,28,28,24,105,4,2015,0
"2644",1029,"Detroit",21,19,23,16,79,"Denver",23,19,23,24,89,10,2015,0
"2645",1029,"Houston",27,31,17,29,104,"Utah",27,23,22,21,93,-11,2015,0
"2646",1029,"LALakers",19,31,24,25,99,"Phoenix",33,26,39,21,119,20,2015,0
"2647",1029,"GoldenState",25,22,26,22,95,"Sacramento",23,26,14,14,77,-18,2015,0
"2648",1029,"OklahomaCity",34,20,23,12,89,"Portland",29,20,26,31,106,17,2015,0
"2649",1030,"Washington",28,26,28,23,105,"Orlando",23,28,15,32,98,-7,2015,0
"2650",1030,"NewYork",18,24,25,28,95,"Cleveland",25,19,20,26,90,-5,2015,0
"2651",1030,"Detroit",21,23,21,26,91,"Minnesota",21,24,30,22,97,6,2015,0
"2652",1030,"Utah",20,24,29,29,102,"Dallas",36,33,24,27,120,18,2015,0
"2653",1030,"OklahomaCity",28,13,21,28,90,"LAClippers",22,24,24,23,93,3,2015,0
"2654",1031,"Memphis",23,22,33,19,97,"Indiana",19,34,14,22,89,-8,2015,0
"2655",1031,"Cleveland",28,30,20,20,114,"Chicago",27,25,17,29,108,-6,2015,0
"2656",1031,"Philadelphia",24,23,27,7,81,"Milwaukee",24,22,27,20,93,12,2015,0
"2657",1031,"Portland",24,24,23,23,94,"Sacramento",26,22,23,32,103,9,2015,0
"2658",1031,"SanAntonio",24,21,26,18,89,"Phoenix",11,25,31,27,94,5,2015,0
"2659",1031,"LAClippers",31,31,24,32,118,"LALakers",22,34,34,21,111,-7,2015,0
"2660",1101,"Memphis",23,13,15,20,71,"Charlotte",15,15,16,23,69,-2,2015,0
"2661",1101,"Dallas",32,34,20,23,109,"NewOrleans",26,26,37,15,104,-5,2015,0
"2662",1101,"Toronto",29,20,38,21,108,"Orlando",26,26,26,17,95,-13,2015,0
"2663",1101,"Miami",32,28,27,27,114,"Philadelphia",30,24,29,13,96,-18,2015,0
"2664",1101,"Milwaukee",17,27,24,29,97,"Washington",29,20,33,26,108,11,2015,0
"2665",1101,"Brooklyn",33,26,22,21,102,"Detroit",25,22,28,15,90,-12,2015,0
"2666",1101,"Indiana",18,26,19,29,92,"Atlanta",27,24,19,32,102,10,2015,0
"2667",1101,"Chicago",27,36,22,21,106,"Minnesota",25,24,32,24,105,-1,2015,0
"2668",1101,"Boston",22,16,24,28,90,"Houston",37,20,24,23,104,14,2015,0
"2669",1101,"Denver",17,16,23,35,91,"OklahomaCity",29,26,21,26,102,11,2015,0
"2670",1101,"Phoenix",22,33,20,16,91,"Utah",33,26,30,29,118,27,2015,0
"2671",1101,"LALakers",35,20,31,18,104,"GoldenState",29,32,32,34,127,23,2015,0
"2672",1102,"Sacramento",25,20,25,28,98,"LAClippers",19,32,23,18,92,-6,2015,0
"2673",1102,"Toronto",26,28,23,25,102,"Miami",31,33,23,20,107,5,2015,0
"2674",1102,"Charlotte",21,29,30,13,93,"NewYork",29,23,27,17,96,3,2015,0
"2675",1102,"GoldenState",30,21,17,27,95,"Portland",22,26,20,22,90,-5,2015,0
"2676",1103,"Houston",32,23,24,25,104,"Philadelphia",19,35,20,19,93,-11,2015,0
"2677",1103,"OklahomaCity",19,21,22,23,85,"Brooklyn",32,27,26,31,116,31,2015,0
"2678",1103,"NewOrleans",13,20,23,25,81,"Memphis",20,20,24,29,93,12,2015,0
"2679",1103,"Boston",19,22,38,34,113,"Dallas",40,27,24,27,118,5,2015,0
"2680",1103,"Sacramento",19,32,28,31,110,"Denver",22,24,31,28,105,-5,2015,0
"2681",1103,"Utah",20,23,27,31,101,"LAClippers",26,30,17,34,107,6,2015,0
"2682",1104,"Milwaukee",22,21,26,18,87,"Indiana",19,19,23,20,81,-6,2015,0
"2683",1104,"OklahomaCity",30,22,18,18,88,"Toronto",23,28,22,27,100,12,2015,0
"2684",1104,"Washington",17,23,32,26,98,"NewYork",23,22,15,23,83,-15,2015,0
"2685",1104,"Houston",30,27,26,25,108,"Miami",31,24,22,14,91,-17,2015,0
"2686",1104,"Orlando",28,24,17,21,90,"Chicago",24,30,15,29,98,8,2015,0
"2687",1104,"Charlotte",21,27,17,26,91,"NewOrleans",26,21,26,27,100,9,2015,0
"2688",1104,"Cleveland",34,16,19,13,82,"Portland",31,24,21,25,101,19,2015,0
"2689",1104,"Phoenix",26,32,21,33,112,"LALakers",24,22,29,31,106,-6,2015,0
"2690",1105,"Orlando",26,26,23,16,91,"Philadelphia",28,24,23,14,89,-2,2015,0
